page_id,violations,passes,total_checks,failure_rate,id,source_id,rank,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022,total_docs_3years,total_refs,total_cites_3years,citable_docs_3years,cites_per_doc_2years,ref_per_doc,country,region,publisher,coverage,categories,areas,url
702_home,3,208,211,0.014218009478672985,702,sjr_21100242249,702,Analysis and PDE,journal,"1948206X, 21575045","2,818",Q1,37,55,172,1852,367,172,"2,09","33,67",United States,Northern America,Mathematical Sciences Publishers,2008-2022,Analysis (Q1); Applied Mathematics (Q1); Numerical Analysis (Q1),Mathematics,https://msp.org/apde/2020/13-3/
703_home,2,85,87,0.022988505747126436,703,sjr_21100232818,703,Emerging Microbes and Infections,journal,22221751,"2,815",Q1,84,280,698,10982,7480,581,"12,19","39,22",United Kingdom,Western Europe,Taylor and Francis Ltd.,2012-2022,Drug Discovery (Q1); Epidemiology (Q1); Immunology (Q1); Infectious Diseases (Q1); Medicine (miscellaneous) (Q1); Microbiology (Q1); Parasitology (Q1); Virology (Q1),"Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics",https://www.tandfonline.com/toc/temi20/current
704_home,4,558,562,0.0071174377224199285,704,sjr_14750,704,International Journal of Epidemiology,journal,"14643685, 03005771","2,815",Q1,232,227,786,5971,5117,664,"6,12","26,30",United Kingdom,Western Europe,Oxford University Press,1972-2022,Epidemiology (Q1); Medicine (miscellaneous) (Q1),Medicine,https://academic.oup.com/ije
705_home,4,117,121,0.03305785123966942,705,sjr_21100463549,705,Reviews in Physics,journal,24054283,"2,811",Q1,23,7,26,1251,383,26,"10,47","178,71",Netherlands,Western Europe,Elsevier BV,2016-2022,Physics and Astronomy (miscellaneous) (Q1),Physics and Astronomy,https://www.sciencedirect.com/journal/reviews-in-physics
706_home,4,117,121,0.03305785123966942,706,sjr_21100224448,706,Molecular Metabolism,journal,22128778,"2,809",Q1,89,220,577,16594,4734,565,"7,95","75,43",Germany,Western Europe,Elsevier GmbH,2012-2022,Cell Biology (Q1); Molecular Biology (Q1),"Biochemistry, Genetics and Molecular Biology",https://www.journals.elsevier.com/molecular-metabolism
707_home,2,85,87,0.022988505747126436,707,sjr_15537,707,Current Biology,journal,"18790445, 09609822","2,806",Q1,347,884,2682,38934,14944,2239,"5,07","44,04",United States,Northern America,Cell Press,1991-2022,"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q1)","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Neuroscience",https://www.cell.com/current-biology/home
708_home,2,85,87,0.022988505747126436,708,sjr_18300156710,708,European Review of Social Psychology,journal,"10463283, 1479277X","2,806",Q1,73,12,28,1379,252,28,"9,57","114,92",United Kingdom,Western Europe,Taylor and Francis Ltd.,"1990-2000, 2002-2022",Social Psychology (Q1),Psychology,https://www.tandfonline.com/toc/pers20/current
709_home,2,85,87,0.022988505747126436,709,sjr_21100217611,709,Methods in Ecology and Evolution,journal,2041210X,"2,805",Q1,140,248,589,13117,4973,578,"6,87","52,89",United States,Northern America,John Wiley &amp; Sons Inc.,2011-2022,"Ecological Modeling (Q1); Ecology, Evolution, Behavior and Systematics (Q1)",Agricultural and Biological Sciences; Environmental Science,https://besjournals.onlinelibrary.wiley.com/journal/2041210X
70_home,2,85,87,0.022988505747126436,70,sjr_21100804406,70,"Lancet Public Health, The",journal,24682667,"10,591",Q1,75,169,493,4394,7405,175,"18,43","26,00",United Kingdom,Western Europe,Elsevier Ltd.,2016-2022,"Public Health, Environmental and Occupational Health (Q1)",Medicine,https://www.thelancet.com/journals/lanpub/home
710_home,4,117,121,0.03305785123966942,710,sjr_25472,710,Blood Reviews,journal,"15321681, 0268960X","2,803",Q1,105,74,198,8516,1761,197,"7,35","115,08",United States,Northern America,Churchill Livingstone,1987-2022,Hematology (Q1); Oncology (Q1),Medicine,https://www.sciencedirect.com/journal/blood-reviews
711_home,4,117,121,0.03305785123966942,711,sjr_16398,711,Chemical Engineering Journal,journal,13858947,"2,803",Q1,280,6566,10930,395465,177793,10916,"16,30","60,23",Netherlands,Western Europe,Elsevier,"1971, 1973-1977, 1979, 1983, 1988, 1992-2023",Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Industrial and Manufacturing Engineering (Q1),Chemical Engineering; Chemistry; Engineering; Environmental Science,https://www.journals.elsevier.com/chemical-engineering-journal
712_home,3,36,39,0.07692307692307693,712,sjr_17393,712,IEEE Transactions on Vehicular Technology,journal,"00189545, 19399359","2,802",Q1,204,1343,3663,41352,30622,3650,"7,72","30,79",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,1967-2022,Aerospace Engineering (Q1); Applied Mathematics (Q1); Automotive Engineering (Q1); Computer Networks and Communications (Q1); Electrical and Electronic Engineering (Q1),Computer Science; Engineering; Mathematics,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=25
713_home,4,117,121,0.03305785123966942,713,sjr_23795,713,Journal des Mathematiques Pures et Appliquees,journal,00217824,"2,801",Q1,69,92,347,3619,887,347,"2,41","39,34",France,Western Europe,Elsevier Masson s.r.l.,1997-2022,Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1),Mathematics,https://www.journals.elsevier.com/journal-de-mathematiques-pures-et-appliquees
714_home,6,77,83,0.07228915662650602,714,sjr_13467,714,Psychological Review,journal,"19391471, 0033295X","2,801",Q1,230,85,152,11771,1106,140,"6,25","138,48",United States,Northern America,American Psychological Association,1894-2022,History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1),Arts and Humanities; Psychology,https://www.apa.org/pubs/journals/rev/
715_home,2,76,78,0.02564102564102564,715,sjr_22466,715,"Arteriosclerosis, Thrombosis, and Vascular Biology",journal,"10795642, 15244636","2,798",Q1,287,163,906,8315,6924,799,"7,10","51,01",United States,Northern America,Lippincott Williams and Wilkins Ltd.,1990-2022,Cardiology and Cardiovascular Medicine (Q1),Medicine,https://www.ahajournals.org/journal/atvb
716_home,2,791,793,0.0025220680958385876,716,sjr_11400153331,716,Mucosal Immunology,journal,"19353456, 19330219","2,792",Q1,119,130,341,11115,2519,314,"7,56","85,50",United Kingdom,Western Europe,Nature Publishing Group,2008-2022,Immunology (Q1); Immunology and Allergy (Q1),Immunology and Microbiology; Medicine,https://www.nature.com/mi/
717_home,2,85,87,0.022988505747126436,717,sjr_27822,717,Alimentary Pharmacology and Therapeutics,journal,"02692813, 13652036","2,786",Q1,195,524,1515,14098,5170,668,"3,17","26,90",United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1987-2022,Gastroenterology (Q1); Hepatology (Q1); Pharmacology (medical) (Q1),Medicine,https://onlinelibrary.wiley.com/journal/13652036
718_home,40,946,986,0.04056795131845842,718,sjr_29916,718,Critical Care Medicine,journal,"00903493, 15300293","2,785",Q1,294,458,1750,9783,7345,996,"4,39","21,36",United States,Northern America,Lippincott Williams and Wilkins Ltd.,1973-2022,Critical Care and Intensive Care Medicine (Q1),Medicine,https://journals.lww.com/ccmjournal/pages/default.aspx
719_home,2,85,87,0.022988505747126436,719,sjr_17649,719,Communication Research,journal,"00936502, 15523810","2,779",Q1,118,67,156,4418,1151,155,"8,24","65,94",United States,Northern America,SAGE Publications Inc.,1974-2022,Communication (Q1); Linguistics and Language (Q1),Social Sciences,https://journals.sagepub.com/home/crx
71_home,2,85,87,0.022988505747126436,71,sjr_11600154092,71,Current Protocols in Bioinformatics,journal,"19343396, 1934340X","10,408",Q1,68,0,39,0,1225,39,"38,26","0,00",United States,Northern America,John Wiley &amp; Sons Inc.,2002-2020,Biochemistry (Q1); Medicine (miscellaneous) (Q1); Structural Biology (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine",https://currentprotocols.onlinelibrary.wiley.com/journal/1934340x
720_home,2,85,87,0.022988505747126436,720,sjr_20443,720,American Journal of Transplantation,journal,"16006135, 16006143","2,776",Q1,210,439,1535,11079,8931,1110,"6,38","25,24",United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,2001-2022,Immunology and Allergy (Q1); Pharmacology (medical) (Q1); Transplantation (Q1),Medicine,https://onlinelibrary.wiley.com/journal/16006143
721_home,2,85,87,0.022988505747126436,721,sjr_16592,721,Plant Biotechnology Journal,journal,"14677644, 14677652","2,776",Q1,137,225,697,13046,7883,660,"10,79","57,98",United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,2004-2022,Agronomy and Crop Science (Q1); Biotechnology (Q1); Plant Science (Q1),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",https://onlinelibrary.wiley.com/journal/14677652
722_home,10,609,619,0.01615508885298869,722,sjr_28261,722,Space Science Reviews,journal,"15729672, 00386308","2,768",Q1,169,65,281,9202,2747,270,"9,49","141,57",Netherlands,Western Europe,Springer Netherlands,1962-2022,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),Earth and Planetary Sciences; Physics and Astronomy,https://www.springer.com/journal/11214
723_home,2,85,87,0.022988505747126436,723,sjr_21100264005,723,Wiley Interdisciplinary Reviews: Developmental Biology,journal,"17597684, 17597692","2,768",Q1,56,0,53,0,333,52,"6,37","0,00",United Kingdom,Western Europe,John Wiley and Sons Ltd,2012-2021,Cell Biology (Q1); Developmental Biology (Q1); Molecular Biology (Q1),"Biochemistry, Genetics and Molecular Biology",https://onlinelibrary.wiley.com/journal/17597692
724_home,4,117,121,0.03305785123966942,724,sjr_21100901468,724,Materials Today Physics,journal,25425293,"2,767",Q1,54,292,379,19622,4467,378,"11,84","67,20",United Kingdom,Western Europe,Elsevier Ltd.,2017-2022,Energy (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1),Energy; Materials Science; Physics and Astronomy,https://www.journals.elsevier.com/materials-today-physics
725_home,42,664,706,0.059490084985835696,725,sjr_21100228537,725,JAMA Dermatology,journal,"21686068, 21686084","2,766",Q1,179,285,897,4779,3716,368,"4,49","16,77",United States,Northern America,American Medical Association,2013-2022,Dermatology (Q1); Medicine (miscellaneous) (Q1),Medicine,https://jamanetwork.com/journals/jamadermatology
726_home,72,1164,1236,0.05825242718446602,726,sjr_21100855741,726,Sociological Science,journal,23306696,"2,766",Q1,35,17,70,1283,456,70,"3,65","75,47",United States,Northern America,Society for Sociological Science,2014-2022,Social Sciences (miscellaneous) (Q1),Social Sciences,https://www.sociologicalscience.com/
727_home,167,12052,12219,0.013667239544970946,727,sjr_19700200838,727,Chemical Science,journal,"20416520, 20416539","2,762",Q1,209,1504,4235,102938,37513,4217,"8,54","68,44",United Kingdom,Western Europe,Royal Society of Chemistry,2010-2022,Chemistry (miscellaneous) (Q1),Chemistry,https://www.rsc.org/journals-books-databases/about-journals/chemical-science/
728_home,2,85,87,0.022988505747126436,728,sjr_23741,728,Hypertension,journal,"0194911X, 15244563","2,758",Q1,288,313,1282,13673,8858,1124,"6,89","43,68",United States,Northern America,Lippincott Williams and Wilkins Ltd.,1979-2022,Internal Medicine (Q1),Medicine,https://www.ahajournals.org/journal/hyp
729_home,4,117,121,0.03305785123966942,729,sjr_21100244836,729,Journal of Energy Chemistry,journal,20954956,"2,754",Q1,93,706,1450,49977,18605,1399,"13,40","70,79",Netherlands,Western Europe,Elsevier BV,2013-2023,Electrochemistry (Q1); Energy Engineering and Power Technology (Q1); Energy (miscellaneous) (Q1); Fuel Technology (Q1),Chemistry; Energy,https://www.journals.elsevier.com/journal-of-energy-chemistry
72_home,3,953,956,0.0031380753138075313,72,sjr_20313,72,Nature Reviews Microbiology,journal,"17401534, 17401526","10,396",Q1,349,172,509,9138,12415,362,"24,39","53,13",United Kingdom,Western Europe,Nature Publishing Group,2003-2022,Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Microbiology (Q1),Immunology and Microbiology; Medicine,http://www.nature.com/nrmicro/index.html
730_home,6,575,581,0.010327022375215147,730,sjr_146223,730,Behavior Research Methods,journal,"15543528, 1554351X","2,753",Q1,160,383,520,23804,4261,517,"6,54","62,15",United States,Northern America,Springer Nature,"1968-1983, 2004-2022",Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Psychology (miscellaneous) (Q1),Arts and Humanities; Psychology,https://www.springer.com/journal/13428
731_home,2,85,87,0.022988505747126436,731,sjr_12321,731,Information Systems Journal,journal,"13501917, 13652575","2,748",Q1,100,57,126,5541,1166,104,"7,41","97,21",United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1991-2022,Computer Networks and Communications (Q1); Information Systems (Q1); Software (Q1),Computer Science,https://onlinelibrary.wiley.com/journal/13652575
732_home,2,85,87,0.022988505747126436,732,sjr_19907,732,Medicinal Research Reviews,journal,"01986325, 10981128","2,748",Q1,141,66,250,13266,3606,245,"14,06","201,00",United States,Northern America,John Wiley &amp; Sons Inc.,1981-2022,Drug Discovery (Q1); Molecular Medicine (Q1); Pharmacology (Q1),"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics",https://onlinelibrary.wiley.com/journal/10981128
733_home,2,85,87,0.022988505747126436,733,sjr_20618,733,Stroke,journal,"15244628, 00392499","2,746",Q1,343,572,2192,18470,12846,1709,"5,63","32,29",United States,Northern America,American Heart Association,1970-2022,Advanced and Specialized Nursing (Q1); Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1),Medicine; Neuroscience; Nursing,https://www.ahajournals.org/journal/str
734_home,3,496,499,0.006012024048096192,734,sjr_22191,734,Genetics in Medicine,journal,"10983600, 15300366","2,745",Q1,149,273,971,8415,5799,817,"5,92","30,82",Netherlands,Western Europe,Elsevier BV,1998-2022,Genetics (clinical) (Q1); Medicine (miscellaneous) (Q1),Medicine,https://www.nature.com/gim/
735_home,4,117,121,0.03305785123966942,735,sjr_14966,735,Journal of Manufacturing Systems,journal,02786125,"2,742",Q1,92,228,458,14429,6034,450,"13,73","63,29",Netherlands,Western Europe,Elsevier,1982-2022,Control and Systems Engineering (Q1); Hardware and Architecture (Q1); Industrial and Manufacturing Engineering (Q1); Software (Q1),Computer Science; Engineering,https://www.journals.elsevier.com/journal-of-manufacturing-systems
736_home,2,85,87,0.022988505747126436,736,sjr_18391,736,Aging Cell,journal,"14749726, 14749718","2,738",Q1,163,199,616,11907,5237,612,"7,60","59,83",United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,2002-2022,Aging (Q1); Cell Biology (Q1),"Biochemistry, Genetics and Molecular Biology",https://onlinelibrary.wiley.com/journal/14749726
737_home,11,702,713,0.015427769985974754,737,sjr_21100854881,737,Bioactive Materials,journal,2452199X,"2,738",Q1,65,423,489,33167,9213,488,"18,56","78,41",Netherlands,Western Europe,KeAi Communications Co.,2016-2023,Biomaterials (Q1); Biomedical Engineering (Q1); Biotechnology (Q1),"Biochemistry, Genetics and Molecular Biology; Engineering; Materials Science",http://www.keaipublishing.com/en/journals/bioactive-materials/
738_home,2,85,87,0.022988505747126436,738,sjr_5700169428,738,Nous,journal,"14680068, 00294624","2,738",Q1,78,77,127,4457,435,126,"2,64","57,88",United States,Northern America,Wiley-Blackwell,"1989, 1996-2022",Philosophy (Q1),Arts and Humanities,https://onlinelibrary.wiley.com/journal/14680068
739_home,2,85,87,0.022988505747126436,739,sjr_21100818712,739,European Stroke Journal,journal,"23969881, 23969873","2,737",Q1,29,101,162,3515,988,141,"5,20","34,80",United States,Northern America,SAGE Publications Inc.,2016-2022,Cardiology and Cardiovascular Medicine (Q1); Neurology (clinical) (Q1),Medicine,https://journals.sagepub.com/home/eso
73_home,2,85,87,0.022988505747126436,73,sjr_19700200701,73,Annual Review of Economics,journal,"19411383, 19411391","10,247",Q1,67,33,90,3832,742,90,"5,55","116,12",United States,Northern America,Annual Reviews Inc.,2010-2022,Economics and Econometrics (Q1),"Economics, Econometrics and Finance",https://www.annualreviews.org/journal/economics
740_home,2,7,9,0.2222222222222222,740,sjr_28785,740,Cancer,journal,"0008543X, 10970142","2,736",Q1,327,559,1879,16694,9376,1346,"4,79","29,86",United States,Northern America,John Wiley &amp; Sons Inc.,1948-2022,Cancer Research (Q1); Oncology (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine",http://www3.interscience.wiley.com/journal/28741/home
741_home,2,85,87,0.022988505747126436,741,sjr_20185,741,Allergy: European Journal of Allergy and Clinical Immunology,journal,"01054538, 13989995","2,734",Q1,191,461,1306,18961,8981,646,"7,16","41,13",United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1948-2022,Immunology (Q1); Immunology and Allergy (Q1),Immunology and Microbiology; Medicine,https://onlinelibrary.wiley.com/journal/13989995
742_home,6,572,578,0.010380622837370242,742,sjr_29104,742,Small Business Economics,journal,"15730913, 0921898X","2,732",Q1,157,235,418,19192,4105,414,"8,67","81,67",Netherlands,Western Europe,Springer Netherlands,1989-2022,"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1)","Business, Management and Accounting; Economics, Econometrics and Finance",https://www.springer.com/journal/11187
743_home,24,1282,1306,0.018376722817764167,743,sjr_14913,743,Quarterly Reviews of Biophysics,journal,"00335835, 14698994","2,730",Q1,105,12,31,1421,198,31,"6,65","118,42",United Kingdom,Western Europe,Cambridge University Press,"1968-1985, 1987-2022",Biophysics (Q1),"Biochemistry, Genetics and Molecular Biology",https://www.cambridge.org/core/journals/quarterly-reviews-of-biophysics
744_home,2,85,87,0.022988505747126436,744,sjr_18050,744,International Journal of Robotics Research,journal,"02783649, 17413176","2,729",Q1,180,59,251,3439,2407,244,"10,56","58,29",United States,Northern America,SAGE Publications Inc.,1982-2022,Applied Mathematics (Q1); Artificial Intelligence (Q1); Electrical and Electronic Engineering (Q1); Mechanical Engineering (Q1); Modeling and Simulation (Q1); Software (Q1),Computer Science; Engineering; Mathematics,https://journals.sagepub.com/home/ijr
745_home,2,85,87,0.022988505747126436,745,sjr_130165,745,Journal of Integrative Plant Biology,journal,"16729072, 17447909","2,729",Q1,101,184,378,14317,3596,339,"10,53","77,81",United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,2005-2022,"Biochemistry (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Plant Science (Q1)","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",https://onlinelibrary.wiley.com/journal/17447909
746_home,2,76,78,0.02564102564102564,746,sjr_21100831450,746,Annual Review of Vision Science,journal,"23744650, 23744642","2,727",Q1,37,18,82,1269,593,82,"6,32","70,50",United States,Northern America,Annual Reviews Inc.,2015-2022,Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Ophthalmology (Q1),Medicine,https://www.annualreviews.org/journal/vision
747_home,6,92,98,0.061224489795918366,747,sjr_19900192103,747,Astrophysical Journal Letters,journal,"20418213, 20418205","2,726",Q1,184,603,2008,34396,14707,2008,"7,15","57,04",United Kingdom,Western Europe,American Astronomical Society,"1991-1993, 1995-2022",Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),Earth and Planetary Sciences; Physics and Astronomy,https://iopscience.iop.org/journal/2041-8205
748_home,4,117,121,0.03305785123966942,748,sjr_21100787106,748,Journal of Industrial Information Integration,journal,2452414X,"2,723",Q1,42,105,113,7545,1912,111,"19,03","71,86",Netherlands,Western Europe,Elsevier BV,2016-2022,Industrial and Manufacturing Engineering (Q1); Information Systems and Management (Q1),Decision Sciences; Engineering,https://www.journals.elsevier.com/journal-of-industrial-information-integration
749_home,0,3836,3836,0.0,749,sjr_73008,749,"Vital and health statistics. Series 2, Data evaluation and methods research",book series,"00832057, 23330872","2,723",Q1,31,7,9,165,72,9,"11,33","23,57",United States,Northern America,U.S. National Center for Health Statistics,"1965, 1970, 1977-1982, 1985-1989, 1991-1994, 1996-2001, 2003-2006, 2008, 2010-2022",Health Information Management (Q1); Medicine (miscellaneous) (Q1); Statistics and Probability (Q1),Health Professions; Mathematics; Medicine,https://www.cdc.gov/nchs/products/series/series02.htm
74_home,2,85,87,0.022988505747126436,74,sjr_5300152732,74,Cell Host and Microbe,journal,19313128,"10,227",Q1,219,208,601,9741,11449,522,"20,53","46,83",United States,Northern America,Cell Press,2007-2022,Cancer Research (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Microbiology (Q1); Molecular Biology (Q1); Parasitology (Q1); Virology (Q1),"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology",https://www.cell.com/cell-host-microbe/home
750_home,100,617,717,0.1394700139470014,750,sjr_12137,750,Journal of Statistical Software,journal,15487660,"2,722",Q1,169,51,185,2525,1425,184,"5,62","49,51",United States,Northern America,University of California at Los Angeles,1996-2022,"Software (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)",Computer Science; Decision Sciences; Mathematics,https://www.jstatsoft.org/index
751_home,2,76,78,0.02564102564102564,751,sjr_16146,751,Trends in Biotechnology,journal,"01677799, 18793096","2,721",Q1,242,154,393,11148,5433,372,"12,70","72,39",United Kingdom,Western Europe,Elsevier Ltd.,1983-2022,Bioengineering (Q1); Biotechnology (Q1),"Biochemistry, Genetics and Molecular Biology; Chemical Engineering",https://www.cell.com/trends/biotechnology/home
752_home,4,117,121,0.03305785123966942,752,sjr_28200,752,Biomaterials,journal,"01429612, 18785905","2,716",Q1,418,561,1758,43030,25099,1756,"13,74","76,70",United Kingdom,Western Europe,Elsevier BV,1980-2022,Bioengineering (Q1); Biomaterials (Q1); Biophysics (Q1); Ceramics and Composites (Q1); Mechanics of Materials (Q1); Nanoscience and Nanotechnology (Q1),"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Materials Science",https://www.journals.elsevier.com/biomaterials
753_home,3,36,39,0.07692307692307693,753,sjr_95101,753,IEEE Transactions on Robotics,journal,15523098,"2,716",Q1,177,280,378,13054,3913,378,"10,22","46,62",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,"1992, 2004-2022",Computer Science Applications (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1),Computer Science; Engineering,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=8860
754_home,5,447,452,0.011061946902654867,754,sjr_21100791292,754,Journal of Big Data,journal,21961115,"2,714",Q1,61,124,375,6388,6436,375,"10,43","51,52",United Kingdom,Western Europe,SpringerOpen,2014-2022,Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Information Systems and Management (Q1),Computer Science; Decision Sciences,https://journalofbigdata.springeropen.com/
755_home,4,117,121,0.03305785123966942,755,sjr_21684,755,Journal of Heart and Lung Transplantation,journal,"15573117, 10532498","2,710",Q1,151,250,639,7144,3906,388,"5,44","28,58",United States,Northern America,Elsevier USA,1991-2022,Cardiology and Cardiovascular Medicine (Q1); Pulmonary and Respiratory Medicine (Q1); Surgery (Q1); Transplantation (Q1),Medicine,https://www.journals.elsevier.com/the-journal-of-heart-and-lung-transplantation/
756_home,7,571,578,0.012110726643598616,756,sjr_14875,756,International Journal of Behavioral Nutrition and Physical Activity,journal,14795868,"2,709",Q1,142,157,459,9097,4087,456,"8,76","57,94",United Kingdom,Western Europe,BioMed Central Ltd.,2004-2022,"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1)",Health Professions; Medicine; Nursing,https://ijbnpa.biomedcentral.com/
757_home,2,85,87,0.022988505747126436,757,sjr_21100865122,757,Research and Politics,journal,20531680,"2,704",Q1,31,42,129,1271,630,129,"2,27","30,26",United Kingdom,Western Europe,SAGE Publications Ltd,2014-2022,Political Science and International Relations (Q1); Public Administration (Q1); Sociology and Political Science (Q1),Social Sciences,https://journals.sagepub.com/home/rap
758_home,192,772,964,0.1991701244813278,758,sjr_21101012349,758,Quantum,journal,2521327X,"2,702",Q1,45,254,496,14495,3381,496,"6,22","57,07",Austria,Western Europe,Verein zur Forderung des Open Access Publizierens in den Quantenwissenschaften,2017-2022,"Atomic and Molecular Physics, and Optics (Q1); Physics and Astronomy (miscellaneous) (Q1)",Physics and Astronomy,https://quantum-journal.org/
759_home,2,85,87,0.022988505747126436,759,sjr_13363,759,Obesity Reviews,journal,"1467789X, 14677881","2,699",Q1,187,139,524,13221,4839,482,"8,30","95,12",United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,2000-2022,"Endocrinology, Diabetes and Metabolism (Q1); Public Health, Environmental and Occupational Health (Q1)",Medicine,https://onlinelibrary.wiley.com/journal/1467789x
75_home,2,874,876,0.00228310502283105,75,sjr_17700156208,75,Nature Reviews Gastroenterology and Hepatology,journal,"17595045, 17595053","10,178",Q1,173,166,448,9207,10502,272,"21,10","55,46",United Kingdom,Western Europe,Nature Publishing Group,2009-2022,Gastroenterology (Q1); Hepatology (Q1),Medicine,http://www.nature.com/nrgastro/index.html
760_home,4,117,121,0.03305785123966942,760,sjr_18797,760,Current Opinion in Immunology,journal,09527915,"2,698",Q1,204,87,318,4997,2040,291,"6,56","57,44",United Kingdom,Western Europe,Elsevier Ltd.,1988-2022,Immunology (Q1); Immunology and Allergy (Q1),Immunology and Microbiology; Medicine,https://www.journals.elsevier.com/current-opinion-in-immunology/
761_home,10,1718,1728,0.005787037037037037,761,sjr_18476,761,European Respiratory Review,journal,"16000617, 09059180","2,695",Q1,88,103,268,9062,2142,251,"7,11","87,98",Switzerland,Western Europe,European Respiratory Society,"1992-2002, 2004-2022",Pulmonary and Respiratory Medicine (Q1),Medicine,https://err.ersjournals.com/
762_home,3,321,324,0.009259259259259259,762,sjr_25835,762,International Security,journal,"15314804, 01622889","2,694",Q1,120,25,70,399,424,47,"3,79","15,96",United States,Northern America,MIT Press Journals,"1984, 1996-2022",Law (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1),Social Sciences,https://www.mitpressjournals.org/is
763_home,5,600,605,0.008264462809917356,763,sjr_16442,763,Journal of Travel Medicine,journal,"11951982, 17088305","2,690",Q1,69,155,545,1433,3486,372,"7,40","9,25",United Kingdom,Western Europe,Oxford University Press,1994-2022,"Infectious Diseases (Q1); Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)",Medicine,https://academic.oup.com/jtm
764_home,4,117,121,0.03305785123966942,764,sjr_12303,764,Information and Management,journal,03787206,"2,688",Q1,182,121,318,11119,3829,314,"11,23","91,89",Netherlands,Western Europe,Elsevier,1977-2022,Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1),"Business, Management and Accounting; Computer Science; Decision Sciences",https://www.sciencedirect.com/journal/information-and-management
765_home,4,117,121,0.03305785123966942,765,sjr_8000153138,765,Computer Science Review,journal,15740137,"2,685",Q1,60,23,163,3817,2554,161,"15,72","165,96",Ireland,Western Europe,Elsevier Ireland Ltd,2007-2022,Computer Science (miscellaneous) (Q1); Theoretical Computer Science (Q1),Computer Science; Mathematics,https://www.journals.elsevier.com/computer-science-review
766_home,4,117,121,0.03305785123966942,766,sjr_26424,766,"Resources, Conservation and Recycling",journal,"18790658, 09213449","2,682",Q1,170,603,1594,40111,21926,1575,"13,22","66,52",Netherlands,Western Europe,Elsevier,1988-2023,Economics and Econometrics (Q1); Waste Management and Disposal (Q1),"Economics, Econometrics and Finance; Environmental Science",https://www.journals.elsevier.com/resources-conservation-and-recycling
767_home,4,117,121,0.03305785123966942,767,sjr_21915,767,Omega,journal,03050483,"2,679",Q1,160,124,505,6858,4355,503,"7,49","55,31",United Kingdom,Western Europe,Elsevier BV,1973-2023,Information Systems and Management (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1),"Business, Management and Accounting; Decision Sciences",https://www.journals.elsevier.com/omega
