Title,"If filter ""v"", otherwise empty",Checked,Areas,Clean Up Areas (filter out unused Categories),URL
Physical Review B,v,TRUE,Materials Science; Physics and Astronomy,,https://journals.aps.org/prb/
Physical Review C,v,TRUE,Physics and Astronomy,,https://journals.aps.org/prc/
Physical Review D,v,TRUE,Physics and Astronomy,,https://journals.aps.org/prd/
Physical Review Fluids,v,TRUE,Chemical Engineering; Engineering; Mathematics,,https://journals.aps.org/prfluids/
Physical Review Letters,v,TRUE,Physics and Astronomy,,https://journals.aps.org/prl/
Physical Review Materials,v,TRUE,Materials Science; Physics and Astronomy,,https://journals.aps.org/prmaterials/
Physical Review Physics Education Research,v,TRUE,Physics and Astronomy; Social Sciences,,https://journals.aps.org/prper/
Physical Review Research,v,TRUE,Physics and Astronomy,,https://journals.aps.org/prresearch/
Physical Review X,v,TRUE,Physics and Astronomy,,https://journals.aps.org/prx/
Physical Therapy,,TRUE,Health Professions,,https://academic.oup.com/ptj
Physics and Imaging in Radiation Oncology,,TRUE,Medicine; Physics and Astronomy,,https://www.journals.elsevier.com/physics-and-imaging-in-radiation-oncology/
"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",v,TRUE,Physics and Astronomy,,https://www.sciencedirect.com/journal/physics-letters-b
Physics of Fluids,v,TRUE,Chemical Engineering; Engineering; Physics and Astronomy,,https://aip.scitation.org/journal/phf
Physics of Life Reviews,,TRUE,Agricultural and Biological Sciences; Computer Science; Physics and Astronomy,,https://www.journals.elsevier.com/physics-of-life-reviews
Physics of the Dark Universe,v,TRUE,Earth and Planetary Sciences; Physics and Astronomy,,https://www.sciencedirect.com/journal/physics-of-the-dark-universe
Physics of the Earth and Planetary Interiors,v,TRUE,Earth and Planetary Sciences; Physics and Astronomy,,https://www.sciencedirect.com/journal/physics-of-the-earth-and-planetary-interiors
Physics Reports,v,TRUE,Physics and Astronomy,,https://www.journals.elsevier.com/physics-reports
Phytochemistry Reviews,,TRUE,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",,https://www.springer.com/journal/11101
Phytomedicine,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics",,https://www.sciencedirect.com/journal/phytomedicine
Placenta,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.journals.elsevier.com/placenta
Plant and Soil,,TRUE,Agricultural and Biological Sciences,,https://www.springer.com/journal/11104
Plant Cell,,TRUE,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",,http://www.plantcell.org/
Plant Cell Reports,,TRUE,Agricultural and Biological Sciences; Medicine,,https://www.springer.com/journal/299
Plant Diversity,,TRUE,Agricultural and Biological Sciences,,http://www.keaipublishing.com/en/journals/plant-diversity/
Plant Methods,,TRUE,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",,https://plantmethods.biomedcentral.com/
Plant Molecular Biology,,TRUE,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.springer.com/journal/11103
Plant Physiology and Biochemistry,,TRUE,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",,https://www.journals.elsevier.com/plant-physiology-and-biochemistry
Plant Reproduction,,TRUE,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",,https://www.springer.com/journal/497
Plant Science,,TRUE,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.journals.elsevier.com/plant-science
Planta,,TRUE,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",,https://www.springer.com/journal/425
Plasma Physics and Controlled Fusion,v,TRUE,Energy; Physics and Astronomy,,https://iopscience.iop.org/journal/0741-3335
Plastic and Reconstructive Surgery,,TRUE,Medicine,,https://journals.lww.com/plasreconsurg/pages/default.aspx
PLoS Biology,,TRUE,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Neuroscience",,https://journals.plos.org/plosbiology/
PLoS Computational Biology,,TRUE,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Computer Science; Environmental Science; Mathematics; Neuroscience",,https://journals.plos.org/ploscompbiol/
PLoS Medicine,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://journals.plos.org/plosmedicine/
PLoS Neglected Tropical Diseases,,TRUE,"Medicine; Pharmacology, Toxicology and Pharmaceutics",,https://journals.plos.org/plosntds/
PLoS Pathogens,,TRUE,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology",,https://journals.plos.org/plospathogens/
Poetics,v,TRUE,Arts and Humanities; Social Sciences,,https://www.sciencedirect.com/journal/poetics
Policy and Politics,v,TRUE,Environmental Science; Social Sciences,,https://policy.bristoluniversitypress.co.uk/journals/policy-and-politics
Policy Sciences,v,TRUE,Environmental Science; Social Sciences,,https://www.springer.com/journal/11077
Political Analysis,v,TRUE,Social Sciences,,https://www.cambridge.org/core/journals/political-analysis
Political Behavior,v,TRUE,Social Sciences,,https://www.springer.com/journal/11109
Political Geography,v,TRUE,Arts and Humanities; Social Sciences,,https://www.journals.elsevier.com/political-geography
Politics and Gender,v,TRUE,Social Sciences,,https://www.cambridge.org/core/journals/politics-and-gender#
Polymer Degradation and Stability,v,TRUE,Engineering; Materials Science; Physics and Astronomy,,https://www.journals.elsevier.com/polymer-degradation-and-stability/
Postdigital Science and Education,v,TRUE,Arts and Humanities; Social Sciences,,https://www.springer.com/journal/42438
Postharvest Biology and Technology,,TRUE,Agricultural and Biological Sciences,,https://www.journals.elsevier.com/postharvest-biology-and-technology
Potential Analysis,v,TRUE,Mathematics,,https://www.springer.com/journal/11118
Poultry Science,,TRUE,Agricultural and Biological Sciences; Medicine,,https://www.sciencedirect.com/journal/poultry-science
Powder Technology,v,TRUE,Chemical Engineering,,https://www.journals.elsevier.com/powder-technology
Precambrian Research,v,TRUE,Earth and Planetary Sciences,,https://www.sciencedirect.com/journal/precambrian-research
Precision Agriculture,,TRUE,Agricultural and Biological Sciences,,https://www.springer.com/journal/11119
Precision Clinical Medicine,,TRUE,Medicine,,https://academic.oup.com/pcm
Preslia,,TRUE,Agricultural and Biological Sciences; Environmental Science,,http://www.preslia.cz/
Preventing chronic disease,,TRUE,Medicine,,https://www.cdc.gov/pcd/index.htm
Prevention Science,,TRUE,Medicine,,https://www.springer.com/journal/11121
Preventive Medicine,,TRUE,Medicine,,https://www.journals.elsevier.com/preventive-medicine
Preventive Medicine Reports,,TRUE,Medicine,,https://www.journals.elsevier.com/preventive-medicine-reports
Probability Surveys,v,TRUE,Mathematics,,https://imstat.org/journals-and-publications/probability-surveys/
Probability Theory and Related Fields,v,TRUE,Decision Sciences; Mathematics,,https://www.springer.com/journal/440
Proceedings - International Conference on Software Engineering,v,TRUE,Computer Science,,http://www.icse-conferences.org/proceedings.html
"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",v,TRUE,Computer Science,,https://dl.acm.org/journal/imwut
Proceedings of the ACM on Programming Languages,v,TRUE,Computer Science; Engineering,,https://dl.acm.org/journal/pacmpl
Proceedings of the ACM SIGPLAN Conference on Programming Language Design and Implementation (PLDI),v,TRUE,Computer Science,,https://dl.acm.org/conference/pldi/proceedings
Proceedings of the Annual ACM Symposium on Principles of Distributed Computing,v,TRUE,Computer Science,,http://www.podc.org/
Proceedings of the Annual ACM Symposium on Theory of Computing,v,TRUE,Computer Science,,http://acm-stoc.org/
Proceedings of the Japan Academy Series B: Physical and Biological Sciences,,TRUE,Agricultural and Biological Sciences; Medicine; Multidisciplinary; Physics and Astronomy,,https://www.japan-acad.go.jp/en/publishing/pja_b.html
Proceedings of the Royal Society of Edinburgh Section A: Mathematics,v,TRUE,Mathematics,,https://www.cambridge.org/core/journals/proceedings-of-the-royal-society-of-edinburgh-section-a-mathematics
Proceedings of the VLDB Endowment,v,TRUE,Computer Science,,https://dl.acm.org/journal/pvldb
Process Safety and Environmental Protection,v,TRUE,Chemical Engineering; Engineering; Environmental Science,,https://www.journals.elsevier.com/process-safety-and-environmental-protection
Progress in Aerospace Sciences,v,TRUE,Engineering,,https://www.journals.elsevier.com/progress-in-aerospace-sciences
Progress in Biomedical Engineering,v,TRUE,Engineering,,https://iopscience.iop.org/journal/2516-1091
Progress in Biophysics and Molecular Biology,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.journals.elsevier.com/progress-in-biophysics-and-molecular-biology
Progress in Cardiovascular Diseases,,TRUE,Medicine,,https://www.sciencedirect.com/journal/progress-in-cardiovascular-diseases
Progress in Disaster Science,v,TRUE,Earth and Planetary Sciences; Environmental Science; Social Sciences,,https://www.sciencedirect.com/journal/progress-in-disaster-science
Progress in Earth and Planetary Science,v,TRUE,Earth and Planetary Sciences,,https://progearthplanetsci.springeropen.com/
Progress in Energy and Combustion Science,v,TRUE,Chemical Engineering; Energy,,https://www.journals.elsevier.com/progress-in-energy-and-combustion-science/
Progress in Lipid Research,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.journals.elsevier.com/progress-in-lipid-research
Progress in Materials Science,v,TRUE,Materials Science,,https://www.journals.elsevier.com/progress-in-materials-science
Progress in Neuro-Psychopharmacology and Biological Psychiatry,,TRUE,"Neuroscience; Pharmacology, Toxicology and Pharmaceutics",,https://www.journals.elsevier.com/progress-in-neuro-psychopharmacology-and-biological-psychiatry
Progress in Neurobiology,,TRUE,Neuroscience,,https://www.journals.elsevier.com/progress-in-neurobiology
Progress in Nuclear Magnetic Resonance Spectroscopy,,TRUE,"Biochemistry, Genetics and Molecular Biology; Chemistry; Materials Science; Physics and Astronomy",,https://www.sciencedirect.com/journal/progress-in-nuclear-magnetic-resonance-spectroscopy
Progress in Oceanography,,TRUE,Agricultural and Biological Sciences; Earth and Planetary Sciences,,https://www.sciencedirect.com/journal/progress-in-oceanography
Progress in Organic Coatings,v,TRUE,Chemical Engineering; Chemistry; Materials Science,,https://www.journals.elsevier.com/progress-in-organic-coatings
Progress in Orthodontics,,TRUE,Dentistry,,https://progressinorthodontics.springeropen.com/
Progress in Particle and Nuclear Physics,v,TRUE,Physics and Astronomy,,http://www.elsevier.com/wps/find/journaldescription.cws_home/419/description#description
Progress in Planning,v,TRUE,Social Sciences,,https://www.journals.elsevier.com/progress-in-planning
Progress in Polymer Science,v,TRUE,Chemistry; Materials Science; Physics and Astronomy,,https://www.journals.elsevier.com/progress-in-polymer-science
Progress in Quantum Electronics,v,TRUE,Engineering; Materials Science; Physics and Astronomy,,https://www.journals.elsevier.com/progress-in-quantum-electronics
Progress in Retinal and Eye Research,,TRUE,Medicine; Neuroscience,,https://www.journals.elsevier.com/progress-in-retinal-and-eye-research
Progress in Solid State Chemistry,v,TRUE,Chemistry; Materials Science; Physics and Astronomy,,https://www.sciencedirect.com/journal/progress-in-solid-state-chemistry
Progress in Surface Science,v,TRUE,Chemistry; Materials Science; Physics and Astronomy,,https://www.journals.elsevier.com/progress-in-surface-science
Progress of Theoretical and Experimental Physics,v,TRUE,Physics and Astronomy,,https://academic.oup.com/ptep
Prospects,v,TRUE,Social Sciences,,https://www.springer.com/journal/11125
Prostate Cancer and Prostatic Diseases,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.nature.com/pcan/
Protection and Control of Modern Power Systems,v,TRUE,Energy; Engineering,,https://pcmp.springeropen.com/
Protein and Cell,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics",,https://www.springer.com/journal/13238
PRX Quantum,v,TRUE,Computer Science; Engineering; Materials Science; Mathematics; Physics and Astronomy,,https://journals.aps.org/prxquantum/
Przeglad Gastroenterologiczny,,TRUE,Medicine,,https://www.termedia.pl/Journal/Przeglad_Gastroenterologiczny-41
Psicothema,,TRUE,Psychology,,http://www.psicothema.com/
Psychiatric Quarterly,,TRUE,Medicine,,https://www.springer.com/journal/11126
Psychiatry Research,,TRUE,Medicine; Neuroscience,,http://www.elsevier.com/wps/find/journaldescription.cws_home/522773/description#description
Psychological Medicine,,TRUE,Medicine; Psychology,,https://www.cambridge.org/core/journals/psychological-medicine/information
Psychological Science in the Public Interest,,TRUE,Psychology,,https://www.psychologicalscience.org/publications/pspi
Psychology of Sport and Exercise,,TRUE,Health Professions; Psychology,,https://www.journals.elsevier.com/psychology-of-sport-and-exercise
Psychometrika,,TRUE,Mathematics; Psychology,,https://www.springer.com/journal/11336
Psychoneuroendocrinology,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience",,https://www.journals.elsevier.com/psychoneuroendocrinology
Psychonomic Bulletin and Review,,TRUE,Arts and Humanities; Psychology,,https://www.springer.com/journal/13423
Psychopathology,,TRUE,Medicine; Psychology,,https://www.karger.com/Journal/Home/224276
Psychopharmacology,,TRUE,"Pharmacology, Toxicology and Pharmaceutics",,https://www.springer.com/journal/213
Psychosocial Intervention,,TRUE,Psychology,,https://journals.copmadrid.org/pi/
Psychosomatic Medicine,,TRUE,Medicine; Psychology,,https://journals.lww.com/psychosomaticmedicine/pages/default.aspx
Psychotherapy and Psychosomatics,,TRUE,Medicine; Psychology,,https://www.karger.com/Journal/Home/223864
Public Health,,TRUE,Medicine,,https://www.journals.elsevier.com/public-health
Public Health Research and Practice,,TRUE,Medicine,,http://www.phrp.com.au/
Public Health Reviews,,TRUE,Medicine; Nursing,,https://www.ssph-journal.org/journals/public-health-reviews
Public Opinion Quarterly,v,TRUE,Arts and Humanities; Social Sciences,,https://academic.oup.com/poq
Public Relations Review,v,TRUE,"Business, Management and Accounting; Social Sciences",,https://www.journals.elsevier.com/public-relations-review
Publication of the Astronomical Society of Japan,v,TRUE,Earth and Planetary Sciences; Physics and Astronomy,,https://academic.oup.com/pasj
Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques,v,TRUE,Mathematics,,https://www.springer.com/journal/10240
Publications of the Astronomical Society of Australia,v,TRUE,Earth and Planetary Sciences; Physics and Astronomy,,https://www.cambridge.org/core/journals/publications-of-the-astronomical-society-of-australia
Publications of the Astronomical Society of the Pacific,v,TRUE,Earth and Planetary Sciences; Physics and Astronomy,,https://iopscience.iop.org/journal/1538-3873
Publications of the Research Institute for Mathematical Sciences,v,TRUE,Mathematics,,https://ems.press/journals/prims
Pulmonary Medicine,,TRUE,Medicine,,https://www.hindawi.com/journals/pm/
Pulmonology,,TRUE,Medicine,,https://www.journals.elsevier.com/pulmonology
Quality of Life Research,,TRUE,Medicine,,https://www.springer.com/journal/11136
Quantitative Biology,,TRUE,"Biochemistry, Genetics and Molecular Biology; Computer Science; Mathematics",,https://journal.hep.com.cn/qb/EN/2095-4689/home.shtml
Quantitative Economics,v,TRUE,"Economics, Econometrics and Finance",,http://qeconomics.org/ojs/index.php/qe/issue/current
Quantitative Marketing and Economics,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance",,http://www.springer.com/business+%26+management/marketing/journal/11129
Quantitative Science Studies,v,TRUE,Mathematics; Social Sciences,,https://direct.mit.edu/qss
Quantum,v,TRUE,Physics and Astronomy,,https://quantum-journal.org/
Quantum Science and Technology,v,TRUE,Engineering; Materials Science; Physics and Astronomy,,https://iopscience.iop.org/journal/2058-9565
Quantum Topology,v,TRUE,Mathematics,,https://ems.press/journals/qt
Quarterly Journal of Economics,v,TRUE,"Economics, Econometrics and Finance",,https://academic.oup.com/qje
Quarterly Journal of Political Science,v,TRUE,Social Sciences,,https://www.nowpublishers.com/QJPS
Quarterly Reviews of Biophysics,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.cambridge.org/core/journals/quarterly-reviews-of-biophysics
Quaternary Geochronology,v,TRUE,Earth and Planetary Sciences,,https://www.sciencedirect.com/journal/quaternary-geochronology
Quaternary Science Advances,v,TRUE,Earth and Planetary Sciences,,https://www.sciencedirect.com/journal/quaternary-science-advances
Quaternary Science Reviews,,TRUE,Agricultural and Biological Sciences; Arts and Humanities; Earth and Planetary Sciences; Environmental Science; Social Sciences,,https://www.journals.elsevier.com/quaternary-science-reviews
Race and Social Problems,v,TRUE,Social Sciences,,https://www.springer.com/journal/12552
Radiation Oncology,,TRUE,Medicine,,https://ro-journal.biomedcentral.com/
Radiocarbon,v,TRUE,Arts and Humanities; Earth and Planetary Sciences,,https://www.cambridge.org/core/journals/radiocarbon
Radiologia Medica,,TRUE,Medicine,,https://www.springer.com/journal/11547
Radiotherapy and Oncology,,TRUE,Medicine,,https://www.journals.elsevier.com/radiotherapy-and-oncology
Railway Engineering Science,v,TRUE,Computer Science; Engineering; Social Sciences,,https://www.springer.com/journal/40534
Rare Metals,v,TRUE,Chemistry; Materials Science; Physics and Astronomy,,https://www.springer.com/journal/12598
Reading and Writing,,TRUE,Health Professions; Psychology; Social Sciences,,https://www.springer.com/journal/11145
ReCALL,v,TRUE,Computer Science; Social Sciences,,https://www.cambridge.org/core/journals/recall
Recent advances in inflammation &amp; allergy drug discovery,,TRUE,Medicine,,https://benthamscience.com/journals/recent-advances-in-inflammation-and-allergy-drug-discovery
Redox Biology,,TRUE,"Biochemistry, Genetics and Molecular Biology; Chemistry",,https://www.journals.elsevier.com/redox-biology
Regional Anesthesia and Pain Medicine,,TRUE,Medicine,,https://rapm.bmj.com/
Regional Science and Urban Economics,v,TRUE,"Economics, Econometrics and Finance; Social Sciences",,https://www.journals.elsevier.com/regional-science-and-urban-economics
Reliability Engineering and System Safety,v,TRUE,Engineering; Mathematics,,https://www.journals.elsevier.com/reliability-engineering-and-system-safety
Remote Sensing,v,TRUE,Earth and Planetary Sciences,,https://www.mdpi.com/journal/remotesensing
Remote Sensing of Environment,,TRUE,Agricultural and Biological Sciences; Earth and Planetary Sciences,,https://www.journals.elsevier.com/remote-sensing-of-environment/
Renewable and Sustainable Energy Reviews,v,TRUE,Energy,,https://www.sciencedirect.com/journal/renewable-and-sustainable-energy-reviews
Renewable Energy,v,TRUE,Energy,,https://www.sciencedirect.com/journal/renewable-energy
Renewable Energy Focus,v,TRUE,Energy,,https://www.journals.elsevier.com/renewable-energy-focus
Reports on Progress in Physics,,TRUE,Medicine; Physics and Astronomy,,https://iopscience.iop.org/journal/0034-4885
Reproductive Biology and Endocrinology,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://rbej.biomedcentral.com/
Reproductive Health,,TRUE,Medicine,,https://reproductive-health-journal.biomedcentral.com/
Research Evaluation,v,TRUE,Social Sciences,,https://academic.oup.com/rev
Research in Globalization,v,TRUE,"Economics, Econometrics and Finance; Environmental Science; Social Sciences",,https://www.sciencedirect.com/journal/research-in-globalization
Research in Higher Education,v,TRUE,Social Sciences,,https://www.springer.com/journal/11162
Research in International Business and Finance,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance",,https://www.journals.elsevier.com/research-in-international-business-and-finance
Research in Occupational Stress and Well Being,,TRUE,Medicine,,https://www.emeraldgrouppublishing.com/products/books/series.htm?id=1479-3555
Research in Science Education,v,TRUE,Social Sciences,,http://www.springer.com/education+%26+language/science+education/journal/11165
Research in Social Stratification and Mobility,v,TRUE,Social Sciences,,https://www.sciencedirect.com/journal/research-in-social-stratification-and-mobility
Research in Transportation Business and Management,v,TRUE,"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences",,https://www.journals.elsevier.com/research-in-transportation-business-and-management
Research in Transportation Economics,v,TRUE,"Economics, Econometrics and Finance; Social Sciences",,https://www.sciencedirect.com/journal/research-in-transportation-economics
Research Methodology in Strategy and Management,v,TRUE,"Business, Management and Accounting",,https://www.emeraldgrouppublishing.com/products/books/series.htm?id=1479-8387
Research on Child and Adolescent Psychopathology,,TRUE,Medicine; Psychology,,https://www.springer.com/journal/10802
Research Policy,v,TRUE,"Business, Management and Accounting; Decision Sciences; Engineering",,https://www.journals.elsevier.com/research-policy
Resources and Energy Economics,v,TRUE,"Economics, Econometrics and Finance",,http://www.elsevier.com/wps/find/journaldescription.cws_home/505569/description#description
Resources Policy,v,TRUE,"Economics, Econometrics and Finance; Environmental Science; Social Sciences",,https://www.sciencedirect.com/journal/resources-policy
"Resources, Conservation and Recycling",v,TRUE,"Economics, Econometrics and Finance; Environmental Science",,https://www.journals.elsevier.com/resources-conservation-and-recycling
"Resources, Conservation and Recycling Advances",v,TRUE,"Economics, Econometrics and Finance; Environmental Science",,https://www.sciencedirect.com/journal/resources-conservation-and-recycling-advances
"Resources, Environment and Sustainability",v,TRUE,Environmental Science,,https://www.sciencedirect.com/journal/resources-environment-and-sustainability
Respiration,,TRUE,Medicine,,https://www.karger.com/Journal/Home/224278
Respiratory Medicine,,TRUE,Medicine,,https://www.journals.elsevier.com/respiratory-medicine/
Respiratory Research,,TRUE,Medicine,,https://respiratory-research.biomedcentral.com/
Resuscitation,,TRUE,Medicine; Nursing,,https://www.journals.elsevier.com/resuscitation
Retina,,TRUE,Medicine,,https://journals.lww.com/retinajournal/pages/default.aspx
Review Journal of Autism and Developmental Disorders,,TRUE,Medicine; Neuroscience,,https://link.springer.com/journal/40489
Review of Accounting Studies,v,TRUE,"Business, Management and Accounting",,https://link.springer.com/journal/11142
Review of African Political Economy,v,TRUE,Social Sciences,,http://www.informaworld.com/smpp/title~content=t713443496~db=all
Review of Asset Pricing Studies,v,TRUE,"Economics, Econometrics and Finance",,https://academic.oup.com/raps
Review of Communication Research,v,TRUE,Social Sciences,,https://www.rcommunicationr.org/
Review of Corporate Finance Studies,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance",,https://academic.oup.com/rcfs
Review of Economic Dynamics,v,TRUE,"Economics, Econometrics and Finance",,https://www.journals.elsevier.com/review-of-economic-dynamics
Review of Economic Studies,v,TRUE,"Economics, Econometrics and Finance",,https://academic.oup.com/restud
Review of Economics and Statistics,v,TRUE,"Economics, Econometrics and Finance; Social Sciences",,http://www.mitpressjournals.org/loi/rest
Review of Economics of the Household,v,TRUE,"Economics, Econometrics and Finance; Social Sciences",,https://www.springer.com/journal/11150
Review of Finance,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance",,https://academic.oup.com/rof
Review of Financial Studies,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance",,https://academic.oup.com/rfs
Review of Higher Education,v,TRUE,Social Sciences,,https://www.press.jhu.edu/journals/review-higher-education
Review of Industrial Organization,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance",,https://www.springer.com/journal/11151
Review of International Organizations,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences",,https://www.springer.com/journal/11558
Review of International Studies,v,TRUE,Social Sciences,,https://www.cambridge.org/core/journals/review-of-international-studies
Review of Managerial Science,v,TRUE,"Business, Management and Accounting",,http://www.springer.com/journal/11846/about
Reviews in Chemical Engineering,v,TRUE,Chemical Engineering,,https://www.degruyter.com/view/journals/revce/revce-overview.xml
Reviews in Endocrine and Metabolic Disorders,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.springer.com/journal/11154
Reviews in Environmental Science and Biotechnology,,TRUE,Environmental Science; Immunology and Microbiology,,https://www.springer.com/journal/11157
Reviews in Fish Biology and Fisheries,,TRUE,Agricultural and Biological Sciences,,https://www.springer.com/journal/11160
Reviews in Mineralogy and Geochemistry,v,TRUE,Earth and Planetary Sciences,,https://pubs.geoscienceworld.org/rimg
Reviews in Physics,v,TRUE,Physics and Astronomy,,https://www.sciencedirect.com/journal/reviews-in-physics
Reviews in the Neurosciences,,TRUE,Neuroscience,,https://www.degruyter.com/view/j/revneuro?lang=en
Reviews of Modern Physics,v,TRUE,Physics and Astronomy,,https://journals.aps.org/rmp/
Revista Brasileira de Psiquiatria,,TRUE,Medicine,,http://www.bjp.org.br/
Revista Matematica Iberoamericana,v,TRUE,Mathematics,,https://ems.press/journals/rmi
Revmatologiia (Bulgaria),,TRUE,Medicine,,http://www.rheumatologybg.org/journal/index.php?journal=revmatologiia
Rheumatology and Therapy,,TRUE,Medicine,,https://www.springer.com/journal/40744
Rheumatology International,,TRUE,Immunology and Microbiology; Medicine,,https://www.springer.com/journal/296
Rice,,TRUE,Agricultural and Biological Sciences,,https://thericejournal.springeropen.com/
Rice Science,,TRUE,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",,https://www.journals.elsevier.com/rice-science
RIED-Revista Iberoamericana de Educacion a Distancia,v,TRUE,Computer Science; Social Sciences,,https://revistas.uned.es/index.php/ried/index
RMD Open,,TRUE,Immunology and Microbiology; Medicine,,https://rmdopen.bmj.com/
RNA,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://rnajournal.cshlp.org/
Robotics and Autonomous Systems,v,TRUE,Computer Science; Engineering; Mathematics,,https://www.journals.elsevier.com/robotics-and-autonomous-systems
Robotics and Computer-Integrated Manufacturing,v,TRUE,Computer Science; Engineering; Mathematics,,https://www.journals.elsevier.com/robotics-and-computer-integrated-manufacturing
Rock Mechanics and Rock Engineering,v,TRUE,Earth and Planetary Sciences; Engineering,,https://www.springer.com/journal/603
RSC Chemical Biology,,TRUE,"Biochemistry, Genetics and Molecular Biology; Chemistry",,https://www.rsc.org/journals-books-databases/about-journals/rsc-chemical-biology/
RSF,v,TRUE,Social Sciences,,https://www.rsfjournal.org/
Russian Chemical Reviews,v,TRUE,Chemistry,,https://iopscience.iop.org/journal/0036-021X
Safety Science,,TRUE,Engineering; Medicine; Social Sciences,,https://www.journals.elsevier.com/safety-science/
Scandinavian Journal of Management,,TRUE,"Business, Management and Accounting; Psychology",,https://www.journals.elsevier.com/scandinavian-journal-of-management
"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",,TRUE,Medicine,,https://sjtrem.biomedcentral.com/
"Scandinavian Journal of Work, Environment and Health",,TRUE,Medicine,,https://www.sjweh.fi/
Schizophrenia,,TRUE,Medicine; Neuroscience; Psychology,,https://www.nature.com/npjschz/
Schizophrenia Bulletin,,TRUE,Medicine,,https://academic.oup.com/schizophreniabulletin
Schizophrenia Research,,TRUE,Medicine; Neuroscience,,https://www.sciencedirect.com/journal/schizophrenia-research
School Mental Health,,TRUE,Psychology; Social Sciences,,https://www.springer.com/journal/12310
Science and Education,v,TRUE,Social Sciences,,https://www.springer.com/journal/11191
Science and Engineering Ethics,,TRUE,"Business, Management and Accounting; Medicine; Nursing; Social Sciences",,https://www.springer.com/journal/11948
Science Bulletin,,TRUE,Multidisciplinary,,https://www.journals.elsevier.com/science-bulletin
Science China Chemistry,v,TRUE,Chemistry,,https://www.springer.com/journal/11426
Science China Earth Sciences,v,TRUE,Earth and Planetary Sciences,,https://www.springer.com/earth+sciences+and+geography/journal/11430
Science China Information Sciences,v,TRUE,Computer Science,,https://www.springer.com/journal/11432
Science China Life Sciences,,TRUE,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science",,https://www.springer.com/journal/11427
Science China Materials,v,TRUE,Materials Science,,https://www.springer.com/journal/40843
Science of the Total Environment,v,TRUE,Environmental Science,,https://www.journals.elsevier.com/science-of-the-total-environment
Scientific data,v,TRUE,Computer Science; Decision Sciences; Mathematics; Social Sciences,,https://www.nature.com/sdata/
Scientific Reports,,TRUE,Multidisciplinary,,https://www.nature.com/srep/
Scientometrics,v,TRUE,Computer Science; Social Sciences,,https://www.springer.com/journal/11192
SciPost Physics,v,TRUE,Physics and Astronomy,,https://scipost.org/SciPostPhys
SciPost Physics Core,v,TRUE,Physics and Astronomy,,https://scipost.org/SciPostPhysCore
Scripta Materialia,v,TRUE,Engineering; Materials Science; Physics and Astronomy,,https://www.sciencedirect.com/journal/scripta-materialia
Sedimentary Geology,v,TRUE,Earth and Planetary Sciences,,https://www.sciencedirect.com/journal/sedimentary-geology
Seismological Research Letters,v,TRUE,Earth and Planetary Sciences,,https://pubs.geoscienceworld.org/srl
