page_id,violations,passes,total_checks,failure_rate,id,source_id,rank,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022,total_docs_3years,total_refs,total_cites_3years,citable_docs_3years,cites_per_doc_2years,ref_per_doc,country,region,publisher,coverage,categories,areas,url,is_filter
4162_home,2,85,87,0.022988505747126436,4162,sjr_19263,4162,Journal of Vegetation Science,journal,11009233,"1,008",Q1,127,62,389,4208,1169,383,"2,80","67,87",United States,Northern America,Wiley-Blackwell,1990-2022,Ecology (Q1); Plant Science (Q1),Agricultural and Biological Sciences; Environmental Science,https://onlinelibrary.wiley.com/journal/16541103,False
4163_home,34,513,547,0.062157221206581355,4163,sjr_21100784204,4163,Public Health Research and Practice,journal,22042091,"1,008",Q1,33,57,135,1234,469,126,"3,85","21,65",Australia,Pacific Region,Sax Institute,2014-2022,"Health Policy (Q1); Public Health, Environmental and Occupational Health (Q1)",Medicine,http://www.phrp.com.au/,False
4166_home,2,85,87,0.022988505747126436,4166,sjr_24661,4166,Critical Reviews in Toxicology,journal,"15476898, 10408444","1,007",Q1,122,37,134,4546,706,124,"4,56","122,86",United Kingdom,Western Europe,Informa Healthcare,1971-2022,Toxicology (Q1),"Pharmacology, Toxicology and Pharmaceutics",https://www.tandfonline.com/loi/itxc20,False
4170_home,2,85,87,0.022988505747126436,4170,sjr_21100856611,4170,Journal of Responsible Innovation,journal,"23299460, 23299037","1,007",Q1,30,35,116,2023,422,101,"4,00","57,80",United Kingdom,Western Europe,Taylor and Francis Ltd.,2014-2022,Information Systems and Management (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1),"Business, Management and Accounting; Decision Sciences",https://www.tandfonline.com/loi/tjri20,False
4171_home,6,609,615,0.00975609756097561,4171,sjr_12925,4171,Oecologia,journal,"00298519, 00298549, 14321939","1,007",Q1,212,209,760,14465,2227,759,"2,74","69,21",Germany,Western Europe,Springer,1968-2022,"Ecology, Evolution, Behavior and Systematics (Q1)",Agricultural and Biological Sciences,https://www.springer.com/journal/442,False
4172_home,2,85,87,0.022988505747126436,4172,sjr_29964,4172,AIAA Journal,journal,"1533385X, 00011452","1,006",Q1,173,539,1314,22570,4791,1255,"3,45","41,87",United States,Northern America,American Institute of Aeronautics and Astronautics Inc. (AIAA),"1964-1965, 1968-2022",Aerospace Engineering (Q1),Engineering,https://arc.aiaa.org/journal/aiaaj,False
4175_home,4,117,121,0.03305785123966942,4175,sjr_18042,4175,Neuroscience,journal,"03064522, 18737544","1,006",Q2,238,425,1642,29398,5697,1599,"3,14","69,17",United Kingdom,Western Europe,Elsevier,1976-2022,Neuroscience (miscellaneous) (Q2),Neuroscience,https://www.journals.elsevier.com/neuroscience,False
4176_home,6,541,547,0.010968921389396709,4176,sjr_19500157064,4176,School Mental Health,journal,"18662625, 18662633","1,006",Q1,42,84,184,5527,694,179,"2,93","65,80",United States,Northern America,Springer,"2009-2010, 2013-2022",Education (Q1); Developmental and Educational Psychology (Q2),Psychology; Social Sciences,https://www.springer.com/journal/12310,False
4177_home,2,85,87,0.022988505747126436,4177,sjr_15220,4177,Annals of Emergency Medicine,journal,"01960644, 10976760","1,005",Q1,165,321,1153,5136,2214,733,"2,01","16,00",United States,Northern America,Mosby Inc.,1980-2022,Emergency Medicine (Q1),Medicine,https://www.annemergmed.com/,False
4178_home,2,85,87,0.022988505747126436,4178,sjr_5700161712,4178,City and Community,journal,15356841,"1,005",Q1,42,24,142,1901,399,131,"2,45","79,21",United Kingdom,Western Europe,SAGE Publications,2002-2022,Urban Studies (Q1),Social Sciences,https://onlinelibrary.wiley.com/journal/15406040,False
4179_home,89,1743,1832,0.048580786026200876,4179,sjr_21088,4179,Diseases of the Colon and Rectum,journal,"00123706, 15300358","1,005",Q1,173,347,848,4128,1917,616,"2,00","11,90",United States,Northern America,Lippincott Williams and Wilkins,1958-2022,Medicine (miscellaneous) (Q1); Gastroenterology (Q2),Medicine,https://journals.lww.com/dcrjournal/pages/default.aspx,False
417_home,3,36,39,0.07692307692307693,417,sjr_19700177027,417,IEEE Transactions on Sustainable Energy,journal,19493029,"3,746",Q1,148,235,707,7053,7364,704,"10,39","30,01",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2010-2022,"Renewable Energy, Sustainability and the Environment (Q1)",Energy,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5165391,False
4180_home,2,85,87,0.022988505747126436,4180,sjr_13214,4180,European Journal of General Practice,journal,"13814788, 17511402","1,005",Q1,37,40,113,1122,356,93,"3,05","28,05",United Kingdom,Western Europe,Taylor and Francis Ltd.,1995-2022,Family Practice (Q1); Medicine (miscellaneous) (Q1),Medicine,https://www.tandfonline.com/toc/igen20/current,False
4183_home,16,463,479,0.033402922755741124,4183,sjr_35722,4183,Journal of Reconstructive Microsurgery,journal,"0743684X, 10988947","1,005",Q1,61,121,323,4540,783,295,"2,37","37,52",United States,Northern America,Thieme Medical Publishers Inc.,1984-2022,Surgery (Q1),Medicine,https://www.thieme.com/books-main/plastic-surgery/product/2158-journal-of-reconstructive-microsurgery,False
4184_home,4,117,121,0.03305785123966942,4184,sjr_21100788744,4184,OpenNano,journal,23529520,"1,005",Q1,15,71,7,7313,64,7,"5,00","103,00",United States,Northern America,Elsevier,"2016-2019, 2021-2022",Biotechnology (Q1); Internal Medicine (Q1); Pharmaceutical Science (Q1); Pharmacology (medical) (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics",https://www.journals.elsevier.com/opennano,False
4186_home,7,607,614,0.011400651465798045,4186,sjr_16916,4186,Physical Therapy,journal,"00319023, 15386724","1,005",Q1,169,189,658,9105,2315,576,"3,59","48,17",United States,Northern America,Oxford University Press,1964-2022,"Physical Therapy, Sports Therapy and Rehabilitation (Q1)",Health Professions,https://academic.oup.com/ptj,False
4188_home,2,85,87,0.022988505747126436,4188,sjr_78019,4188,American Ethnologist,journal,"00940496, 15481425","1,004",Q1,90,42,107,3057,204,81,"1,41","72,79",United States,Northern America,Wiley-Blackwell,1974-2022,Anthropology (Q1),Social Sciences,https://anthrosource.onlinelibrary.wiley.com/journal/15481425,False
4189_home,6,521,527,0.011385199240986717,4189,sjr_21101039767,4189,Cardiology and Therapy,journal,"21936544, 21938261","1,004",Q1,20,45,119,1936,378,113,"3,24","43,02",United Kingdom,Western Europe,Adis Journals,2012-2022,Cardiology and Cardiovascular Medicine (Q1),Medicine,https://www.springer.com/journal/40119,False
418_home,2,85,87,0.022988505747126436,418,sjr_21267,418,Journal of Allergy and Clinical Immunology,journal,"10976825, 00916749","3,742",Q1,324,443,1534,21551,12712,1108,"9,26","48,65",United States,Northern America,Mosby Inc.,"1963-1965, 1971-2022",Immunology (Q1); Immunology and Allergy (Q1),Immunology and Microbiology; Medicine,https://www.jacionline.org/,False
4190_home,6,527,533,0.01125703564727955,4190,sjr_21100935976,4190,Cognitive Research: Principles and Implications,journal,23657464,"1,004",Q1,30,101,189,6102,739,187,"4,28","60,42",United Kingdom,Western Europe,Springer,2016-2022,Experimental and Cognitive Psychology (Q1); Cognitive Neuroscience (Q2),Neuroscience; Psychology,https://cognitiveresearchjournal.springeropen.com/,False
4193_home,2,85,87,0.022988505747126436,4193,sjr_12584,4193,Drug Metabolism Reviews,journal,"10979883, 03602532","1,003",Q1,105,24,88,2969,608,88,"6,13","123,71",United States,Northern America,Informa Healthcare,1972-2022,"Pharmacology (medical) (Q1); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1)","Medicine; Pharmacology, Toxicology and Pharmaceutics",https://www.tandfonline.com/toc/idmr20/current,False
4195_home,2,85,87,0.022988505747126436,4195,sjr_12694,4195,International Journal of Science Education,journal,"09500693, 14645289","1,003",Q1,121,136,418,7906,1415,414,"2,69","58,13",United Kingdom,Western Europe,Taylor and Francis Ltd.,1987-2022,Education (Q1),Social Sciences,https://www.tandfonline.com/journals/tsed20,False
41_home,2,85,87,0.022988505747126436,41,sjr_23571,41,Science,journal,"10959203, 00368075","13,328",Q1,1283,2066,9273,40993,130524,4211,"14,90","19,84",United States,Northern America,American Association for the Advancement of Science,"1880-1881, 1883-2022",History and Philosophy of Science (Q1); Multidisciplinary (Q1),Arts and Humanities; Multidisciplinary,http://www.sciencemag.org/magazine.dtl,False
4200_home,3,36,39,0.07692307692307693,4200,sjr_17359,4200,IEEE Transactions on Engineering Management,journal,"00189391, 15580040","1,002",Q1,103,610,544,20127,2747,531,"5,04","33,00",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,1969-2022,Electrical and Electronic Engineering (Q1); Strategy and Management (Q1),"Business, Management and Accounting; Engineering",https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=17,False
4202_home,40,861,901,0.04439511653718091,4202,sjr_25292,4202,Journal of Clinical Gastroenterology,journal,"15392031, 01920790","1,002",Q2,124,187,504,6735,1311,436,"2,66","36,02",United States,Northern America,Lippincott Williams and Wilkins,1979-2022,Gastroenterology (Q2),Medicine,https://journals.lww.com/jcge/pages/default.aspx,False
4203_home,9,158,167,0.05389221556886228,4203,sjr_21100835138,4203,Journal of Neuromuscular Diseases,journal,"22143599, 22143602","1,002",Q1,34,71,222,3202,729,215,"2,90","45,10",Netherlands,Western Europe,IOS Press BV,2014-2022,Neurology (clinical) (Q1); Neurology (Q2),Medicine; Neuroscience,https://www.iospress.nl/journal/journal-of-neuromuscular-diseases/,False
4205_home,2,85,87,0.022988505747126436,4205,sjr_24546,4205,Zoologica Scripta,journal,"14636409, 03003256","1,002",Q1,69,47,165,3488,444,164,"2,60","74,21",United Kingdom,Western Europe,Wiley-Blackwell,1971-2022,"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q2); Molecular Biology (Q2)","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",https://onlinelibrary.wiley.com/journal/14636409,False
4207_home,2,85,87,0.022988505747126436,4207,sjr_4700152736,4207,Journal of School Violence,journal,"15388239, 15388220","1,001",Q1,47,36,132,1833,474,132,"3,13","50,92",United States,Northern America,Routledge,2002-2022,"Education (Q1); Safety, Risk, Reliability and Quality (Q1)",Engineering; Social Sciences,https://www.tandfonline.com/toc/wjsv20/current,False
4208_home,4,531,535,0.007476635514018692,4208,sjr_18746,4208,Psychopathology,journal,"02544962, 1423033X","1,001",Q1,70,57,115,2919,391,111,"3,36","51,21",Switzerland,Western Europe,S. Karger AG,1968-2022,Clinical Psychology (Q1); Psychiatry and Mental Health (Q2),Medicine; Psychology,https://www.karger.com/Journal/Home/224276,False
4209_home,4,117,121,0.03305785123966942,4209,sjr_21333,4209,European Journal of Pharmacology,journal,"00142999, 18790712","1,000",Q1,197,562,2119,36959,10906,2119,"5,23","65,76",Netherlands,Western Europe,Elsevier,1967-2022,Pharmacology (Q1),"Pharmacology, Toxicology and Pharmaceutics",https://www.journals.elsevier.com/european-journal-of-pharmacology,False
420_home,2,36,38,0.05263157894736842,420,sjr_20810,420,Immunological Reviews,journal,"01052896, 1600065X","3,729",Q1,243,115,267,18834,2676,248,"9,24","163,77",United Kingdom,Western Europe,Wiley-Blackwell,1969-2022,Immunology (Q1); Immunology and Allergy (Q1),Immunology and Microbiology; Medicine,https://onlinelibrary.wiley.com/journal/1600065x,False
4210_home,2,85,87,0.022988505747126436,4210,sjr_12100154708,4210,Expert Review of Gastroenterology and Hepatology,journal,"17474132, 17474124","1,000",Q2,61,104,376,7378,1615,349,"3,76","70,94",United Kingdom,Western Europe,Taylor and Francis Ltd.,2007-2022,Gastroenterology (Q2); Hepatology (Q2),Medicine,https://www.tandfonline.com/loi/ierh20,False
4211_home,2,85,87,0.022988505747126436,4211,sjr_11900154332,4211,Expert Review of Respiratory Medicine,journal,"17469902, 17476348","1,000",Q1,51,123,399,8513,1543,358,"3,99","69,21",United Kingdom,Western Europe,Taylor and Francis Ltd.,2007-2022,"Public Health, Environmental and Occupational Health (Q1); Immunology and Allergy (Q2); Pulmonary and Respiratory Medicine (Q2)",Medicine,https://www.tandfonline.com/toc/ierx20/current,False
4212_home,4,117,121,0.03305785123966942,4212,sjr_21143,4212,Foot and Ankle Surgery,journal,"14609584, 12687731","1,000",Q1,46,226,476,7139,1259,430,"2,39","31,59",United Kingdom,Western Europe,Elsevier,"1994, 1996-2022",Orthopedics and Sports Medicine (Q1),Medicine,https://www.journals.elsevier.com/foot-and-ankle-surgery,False
4213_home,8,696,704,0.011363636363636364,4213,sjr_21100236803,4213,Frontiers in Genetics,journal,16648021,"1,000",Q2,107,3780,5790,206301,23549,5616,"3,53","54,58",Switzerland,Western Europe,Frontiers Media S.A.,2010-2022,Genetics (Q2); Genetics (clinical) (Q2); Molecular Medicine (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine",https://www.frontiersin.org/journals/genetics,False
4214_home,2,85,87,0.022988505747126436,4214,sjr_22138,4214,"Genes, Brain and Behavior",journal,"1601183X, 16011848","1,000",Q1,97,56,243,4197,724,238,"2,73","74,95",United Kingdom,Western Europe,Wiley-Blackwell,2002-2022,Behavioral Neuroscience (Q1); Genetics (Q2); Neurology (Q2),"Biochemistry, Genetics and Molecular Biology; Neuroscience",https://onlinelibrary.wiley.com/journal/1601183x,False
4217_home,4,117,121,0.03305785123966942,4217,sjr_11700154315,4217,New Biotechnology,journal,"18716784, 18764347","1,000",Q1,97,76,217,3427,1435,211,"6,08","45,09",Netherlands,Western Europe,Elsevier,2008-2022,Bioengineering (Q1); Biotechnology (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q2),"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Medicine",https://www.sciencedirect.com/journal/new-biotechnology,False
4218_home,4,117,121,0.03305785123966942,4218,sjr_22460,4218,Patient Education and Counseling,journal,"18735134, 07383991","1,000",Q1,155,440,1028,19363,3695,938,"3,36","44,01",Ireland,Western Europe,Elsevier,1983-2022,Medicine (miscellaneous) (Q1),Medicine,https://www.journals.elsevier.com/patient-education-and-counseling,False
4219_home,2,37,39,0.05128205128205128,4219,sjr_21101028205,4219,ACS Applied Polymer Materials,journal,26376105,"0,999",Q1,36,996,1668,51673,8751,1660,"5,14","51,88",United States,Northern America,American Chemical Society,2019-2022,Organic Chemistry (Q1); Polymers and Plastics (Q1); Process Chemistry and Technology (Q1),Chemical Engineering; Chemistry; Materials Science,https://pubs.acs.org/journal/aapmcd,False
421_home,3,36,39,0.07692307692307693,421,sjr_28825,421,IEEE Transactions on Power Systems,journal,08858950,"3,726",Q1,293,729,1548,14969,13691,1532,"7,82","20,53",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,1985-2022,Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1),Energy; Engineering,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=59,False
4220_home,6,674,680,0.008823529411764706,4220,sjr_18026,4220,BMC Pulmonary Medicine,journal,14712466,"0,999",Q2,73,483,997,16690,3250,995,"3,03","34,55",United Kingdom,Western Europe,BioMed Central Ltd.,2001-2022,Pulmonary and Respiratory Medicine (Q2),Medicine,https://bmcpulmmed.biomedcentral.com/,False
4222_home,6,454,460,0.013043478260869565,4222,sjr_91796,4222,Progress in Orthodontics,journal,17237785,"0,999",Q1,40,55,139,1944,614,138,"4,38","35,35",Germany,Western Europe,Springer,2003-2022,Orthodontics (Q1),Dentistry,https://progressinorthodontics.springeropen.com/,False
4223_home,2,85,87,0.022988505747126436,4223,sjr_17508,4223,Social Development,journal,"14679507, 0961205X","0,999",Q1,103,97,195,6022,572,195,"2,71","62,08",United Kingdom,Western Europe,Wiley-Blackwell,1992-2022,Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Developmental and Educational Psychology (Q2),Psychology; Social Sciences,https://onlinelibrary.wiley.com/journal/14679507,False
4224_home,2,85,87,0.022988505747126436,4224,sjr_20186,4224,Transfusion,journal,"00411132, 15372995","0,999",Q2,145,402,1566,10462,3866,1317,"2,46","26,02",United Kingdom,Western Europe,Wiley-Blackwell,1958-2022,Hematology (Q2); Immunology (Q2); Immunology and Allergy (Q2),Immunology and Microbiology; Medicine,https://onlinelibrary.wiley.com/journal/15372995,False
4226_home,9,614,623,0.014446227929373997,4226,sjr_17426,4226,DNA Research,journal,"17561663, 13402838","0,998",Q1,108,40,96,2552,400,96,"3,88","63,80",United Kingdom,Western Europe,Oxford University Press,1994-2022,Medicine (miscellaneous) (Q1); Genetics (Q2); Molecular Biology (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine",https://academic.oup.com/dnaresearch,False
4227_home,3,715,718,0.004178272980501393,4227,sjr_23752,4227,Hypertension Research,journal,"13484214, 09169636","0,998",Q1,98,279,626,9186,2474,474,"3,77","32,92",United Kingdom,Western Europe,Nature Publishing Group,1992-2022,Cardiology and Cardiovascular Medicine (Q1); Internal Medicine (Q2); Physiology (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine",https://www.nature.com/hr/,False
4229_home,2,85,87,0.022988505747126436,4229,sjr_5700162683,4229,Globalizations,journal,"1474774X, 14747731","0,997",Q1,48,160,308,11051,894,300,"2,86","69,07",United Kingdom,Western Europe,Taylor and Francis Ltd.,2004-2022,"Economics, Econometrics and Finance (miscellaneous) (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1); Public Administration (Q1); Sociology and Political Science (Q1)","Economics, Econometrics and Finance; Environmental Science; Social Sciences",https://www.tandfonline.com/action/journalInformation?journalCode=rglo20,False
422_home,2,85,87,0.022988505747126436,422,sjr_20278,422,Microbiology and Molecular Biology Reviews,journal,"10985557, 10922172","3,719",Q1,267,27,78,5703,908,76,"10,69","211,22",United States,Northern America,American Society for Microbiology,1997-2022,Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Microbiology (Q1); Molecular Biology (Q1),"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine",http://mmbr.asm.org/,False
4230_home,2,37,39,0.05128205128205128,4230,sjr_25264,4230,Inorganic Chemistry,journal,"00201669, 1520510X","0,997",Q1,249,2243,5719,131696,27076,5689,"4,66","58,71",United States,Northern America,American Chemical Society,1962-2022,Chemistry (miscellaneous) (Q1); Inorganic Chemistry (Q1); Physical and Theoretical Chemistry (Q1),Chemistry,https://pubs.acs.org/journal/inocaj,False
4231_home,2,85,87,0.022988505747126436,4231,sjr_21465,4231,International Journal of Health Services,journal,"15414469, 00207314","0,997",Q1,65,70,148,3619,500,147,"4,23","51,70",United States,Northern America,SAGE Publications,1971-2022,Health Policy (Q1),Medicine,https://journals.sagepub.com/home/joh,False
4232_home,2,85,87,0.022988505747126436,4232,sjr_29972,4232,Journal of Homosexuality,journal,"15403602, 00918369","0,997",Q1,84,265,328,15438,1268,320,"3,66","58,26",United States,Northern America,Routledge,"1974, 1976-2022",Education (Q1); Gender Studies (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Social Psychology (Q1),Medicine; Psychology; Social Sciences,https://www.tandfonline.com/loi/wjhm20,False
4233_home,22,262,284,0.07746478873239436,4233,sjr_21101044943,4233,Minerva Urology and Nephrology,journal,"27246442, 27246051","0,997",Q1,33,152,276,4083,1018,231,"3,86","26,86",Italy,Western Europe,Edizioni Minerva Medica S.p.A.,2021-2022,Nephrology (Q1); Urology (Q1),Medicine,https://www.minervamedica.it/en/journals/minerva-urology-nephrology/,False
4234_home,2,85,87,0.022988505747126436,4234,sjr_13241,4234,"Nutrition, Metabolism and Cardiovascular Diseases",journal,"15903729, 09394753","0,997",Q1,112,313,841,14031,3415,801,"3,94","44,83",Netherlands,Western Europe,Elsevier,1996-2022,"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1); Endocrinology, Diabetes and Metabolism (Q2)",Medicine; Nursing,https://www.nmcd-journal.com/,False
4235_home,3,36,39,0.07692307692307693,4235,sjr_110544,4235,"Proceedings - ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing",conference and proceedings,07367791,"0,997",-,174,1868,5319,46423,18838,5315,"3,59","24,85",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,"1976-1977, 1981-2022",Electrical and Electronic Engineering; Signal Processing; Software,Computer Science; Engineering,http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000002,False
4237_home,2,85,87,0.022988505747126436,4237,sjr_28792,4237,Cancer Biology and Therapy,journal,"15384047, 15558576","0,996",Q1,126,64,358,2710,1607,356,"3,33","42,34",United States,Northern America,Landes Bioscience,2002-2022,Pharmacology (Q1); Cancer Research (Q2); Molecular Medicine (Q2); Oncology (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics",https://www.tandfonline.com/toc/kcbt20/current,False
4238_home,2,76,78,0.02564102564102564,4238,sjr_21100943567,4238,ChemPhotoChem,journal,23670932,"0,996",Q1,30,144,411,8876,1349,372,"3,44","61,64",Germany,Western Europe,Wiley-VCH Verlag,2017-2022,Analytical Chemistry (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1),Chemistry,https://chemistry-europe.onlinelibrary.wiley.com/journal/23670932?utm_source=google&utm_medium=paidsearch&utm_campaign=R78D96W&gclid=Cj0KCQiAtICdBhCLARIsALUBFcGXvZmPMc4ftNsztFYQAjkt7TY7ENv4FSKYVKdPLaOEow_ss7FIIl4aAoSAEALw_wcB,False
4239_home,5,337,342,0.014619883040935672,4239,sjr_28127,4239,Environmental Health and Preventive Medicine,journal,"1342078X, 13474715","0,996",Q1,53,50,276,2031,1421,271,"4,65","40,62",United Kingdom,Western Europe,Coquina Press,1996-2022,"Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)",Medicine,https://environhealthprevmed.biomedcentral.com/,False
423_home,6,567,573,0.010471204188481676,423,sjr_21100401152,423,Microbiome,journal,20492618,"3,709",Q1,118,235,544,17327,8461,535,"13,78","73,73",United Kingdom,Western Europe,BioMed Central Ltd.,2013-2022,Microbiology (Q1); Microbiology (medical) (Q1),Immunology and Microbiology; Medicine,https://microbiomejournal.biomedcentral.com/,False
4241_home,6,558,564,0.010638297872340425,4241,sjr_26162,4241,Journal of Endocrinological Investigation,journal,"03914097, 17208386","0,996",Q2,95,291,693,11714,3098,610,"4,73","40,25",Switzerland,Western Europe,Springer,1978-2022,"Endocrinology (Q2); Endocrinology, Diabetes and Metabolism (Q2)","Biochemistry, Genetics and Molecular Biology; Medicine",https://www.springer.com/medicine/journal/40618,False
4242_home,2,85,87,0.022988505747126436,4242,sjr_25689,4242,Journal of Esthetic and Restorative Dentistry,journal,"17088240, 14964155","0,996",Q1,67,146,302,6218,1295,300,"3,75","42,59",United States,Northern America,Wiley-Blackwell,1988-2022,Dentistry (miscellaneous) (Q1),Dentistry,https://onlinelibrary.wiley.com/journal/17088240,False
4243_home,144,755,899,0.16017797552836485,4243,sjr_16700154701,4243,Journal of Prosthodontic Research,journal,"22124632, 18831958","0,996",Q1,49,90,243,3359,906,232,"3,44","37,32",Japan,Asiatic Region,Japan Prosthodontic Society,2009-2022,Dentistry (miscellaneous) (Q1); Oral Surgery (Q1),Dentistry,https://hotetsu.com/eng/index.html,False
4246_home,2,85,87,0.022988505747126436,4246,sjr_147233,4246,Punishment and Society,journal,"17413095, 14624745","0,996",Q1,65,65,98,4439,295,97,"2,77","68,29",United Kingdom,Western Europe,SAGE Publications,1999-2022,Law (Q1); Social Sciences (miscellaneous) (Q1),Social Sciences,https://journals.sagepub.com/home/pun,False
4247_home,6,413,419,0.014319809069212411,4247,sjr_4100151505,4247,Research in Occupational Stress and Well Being,book series,14793555,"0,996",Q1,35,7,21,674,28,2,"1,62","96,29",United Kingdom,Western Europe,Emarald Group Publishing Ltd,"2001-2004, 2006, 2009-2021","Public Health, Environmental and Occupational Health (Q1); Psychiatry and Mental Health (Q2)",Medicine,https://www.emeraldgrouppublishing.com/products/books/series.htm?id=1479-3555,False
4248_home,100,1280,1380,0.07246376811594203,4248,sjr_26471,4248,ASAIO Journal,journal,"10582916, 1538943X","0,995",Q1,74,298,658,6815,2046,572,"3,33","22,87",United States,Northern America,Lippincott Williams and Wilkins,"1978-1985, 1992-2022",Bioengineering (Q1); Biomedical Engineering (Q1); Biophysics (Q1); Medicine (miscellaneous) (Q1); Biomaterials (Q2),"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Materials Science; Medicine",https://journals.lww.com/asaiojournal/pages/default.aspx,False
4249_home,2,76,78,0.02564102564102564,4249,sjr_24481,4249,Bulletin of the London Mathematical Society,journal,"14692120, 00246093","0,995",Q1,47,188,333,4719,326,332,"0,84","25,10",United Kingdom,Western Europe,John Wiley and Sons,1969-2022,Mathematics (miscellaneous) (Q1),Mathematics,https://londmathsoc.onlinelibrary.wiley.com/journal/14692120,False
424_home,4,117,121,0.03305785123966942,424,sjr_18503,424,Current Opinion in Cell Biology,journal,"09550674, 18790410","3,703",Q1,275,66,343,4284,2451,325,"7,27","64,91",United Kingdom,Western Europe,Elsevier,1989-2022,Cell Biology (Q1),"Biochemistry, Genetics and Molecular Biology",https://www.journals.elsevier.com/current-opinion-in-cell-biology,False
4250_home,4,117,121,0.03305785123966942,4250,sjr_26617,4250,European Journal of Internal Medicine,journal,"09536205, 18790828","0,995",Q2,87,354,997,8935,3018,575,"3,46","25,24",Netherlands,Western Europe,Elsevier,1989-2022,Internal Medicine (Q2),Medicine,https://www.journals.elsevier.com/european-journal-of-internal-medicine,False
4251_home,2,85,87,0.022988505747126436,4251,sjr_21370,4251,Expert Review of Neurotherapeutics,journal,"14737175, 17448360","0,995",Q1,91,85,343,7990,1378,304,"3,69","94,00",United Kingdom,Western Europe,Taylor and Francis Ltd.,2001-2022,Pharmacology (medical) (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2),Medicine; Neuroscience,https://www.tandfonline.com/loi/iern20,False
4252_home,4,117,121,0.03305785123966942,4252,sjr_18009,4252,Neuropsychologia,journal,"18733514, 00283932","0,995",Q1,221,233,965,18929,2838,954,"2,64","81,24",United Kingdom,Western Europe,Elsevier,1963-2022,Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q2); Experimental and Cognitive Psychology (Q2),Neuroscience; Psychology,https://www.journals.elsevier.com/neuropsychologia,False
4255_home,4,117,121,0.03305785123966942,4255,sjr_29253,4255,Nursing Outlook,journal,"15283968, 00296554","0,994",Q1,65,136,350,4321,1097,265,"3,30","31,77",United States,Northern America,Mosby Inc.,1953-2022,Nursing (miscellaneous) (Q1),Nursing,https://www.journals.elsevier.com/nursing-outlook,False
4256_home,4,117,121,0.03305785123966942,4256,sjr_21100324971,4256,Biotechnology Reports,journal,2215017X,"0,993",Q1,53,77,382,5086,2952,381,"6,91","66,05",Netherlands,Western Europe,Elsevier,2014-2022,Applied Microbiology and Biotechnology (Q1); Biotechnology (Q1),"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology",https://www.journals.elsevier.com/biotechnology-reports/,False
4257_home,2,85,87,0.022988505747126436,4257,sjr_25355,4257,Canadian Journal of Development Studies,journal,"21589100, 02255189","0,993",Q1,36,42,100,2366,325,96,"3,52","56,33",United Kingdom,Western Europe,Taylor and Francis Ltd.,1980-2022,Development (Q1),Social Sciences,https://www.tandfonline.com/toc/rcjd20/current,False
4258_home,6,548,554,0.010830324909747292,4258,sjr_20846,4258,Health and Quality of Life Outcomes,journal,14777525,"0,993",Q1,128,167,825,7784,3167,818,"3,65","46,61",United Kingdom,Western Europe,BioMed Central Ltd.,2003-2022,"Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)",Medicine,https://hqlo.biomedcentral.com/,False
