domain_name,domain_type,agency,organization_name,city,state,security_contact_email,url,name,website_id,page_type,page_id
applicationmanager.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,cybersolutions@opm.gov,https://applicationmanager.gov,applicationmanager.gov,applicationmanager-gov,home,0
benefeds.gov,Federal - Executive,Office of Personnel Management,OCIO,Washington,DC,(blank),https://benefeds.gov,benefeds.gov,benefeds-gov,home,0
chcoc.gov,Federal - Executive,Office of Personnel Management,Chief Human Capital Officers,Washington,DC,dana.dulaney@opm.gov,https://chcoc.gov,chcoc.gov,chcoc-gov,home,0
cybercareers.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Washington,DC,dana.dulaney@opm.gov,https://cybercareers.gov,cybercareers.gov,cybercareers-gov,home,0
employeeexpress.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,dana.dulaney@opm.gov,https://employeeexpress.gov,employeeexpress.gov,employeeexpress-gov,home,0
e-qip.gov,Federal - Executive,Office of Personnel Management,Defense Counterintelligence and Security Agency,Washington,DC,kevin.crews@opm.gov,https://e-qip.gov,e-qip.gov,e-qip-gov,home,0
feb.gov,Federal - Executive,Office of Personnel Management,Federal Executive Board,Washington,DC,dana.dulaney@opm.gov,https://feb.gov,feb.gov,feb-gov,home,0
federaljobs.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,dana.dulaney@opm.gov,https://federaljobs.gov,federaljobs.gov,federaljobs-gov,home,0
fedjobs.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,dana.dulaney@opm.gov,https://fedjobs.gov,fedjobs.gov,fedjobs-gov,home,0
fedshirevets.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Washington,DC,dana.dulaney@opm.gov,https://fedshirevets.gov,fedshirevets.gov,fedshirevets-gov,home,0
fegli.gov,Federal - Executive,Office of Personnel Management,OPM Federal Employees Benefits,Washington,DC,dana.dulaney@opm.gov,https://fegli.gov,fegli.gov,fegli-gov,home,0
fsafeds.gov,Federal - Executive,Office of Personnel Management,OPM Federal Employees Benefits,Washington,DC,dana.dulaney@opm.gov,https://fsafeds.gov,fsafeds.gov,fsafeds-gov,home,0
givecfc.gov,Federal - Executive,Office of Personnel Management,OCIO,Washington,DC,(blank),https://givecfc.gov,givecfc.gov,givecfc-gov,home,0
golearn.gov,Federal - Executive,Office of Personnel Management,OPM Center for Leadership Development,Washington,DC,dana.dulaney@opm.gov,https://golearn.gov,golearn.gov,golearn-gov,home,0
governmentjobs.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,dana.dulaney@opm.gov,https://governmentjobs.gov,governmentjobs.gov,governmentjobs-gov,home,0
ltcfeds.gov,Federal - Executive,Office of Personnel Management,OCIO,Washington,DC,(blank),https://ltcfeds.gov,ltcfeds.gov,ltcfeds-gov,home,0
opm.gov,Federal - Executive,Office of Personnel Management,Office Of Personnel Management,Macon,GA,dana.dulaney@opm.gov,https://opm.gov,opm.gov,opm-gov,home,0
pac.gov,Federal - Executive,Office of Personnel Management,Performance Accountability Council,Washington,DC,kevin.crews@opm.gov,https://pac.gov,pac.gov,pac-gov,home,0
pmf.gov,Federal - Executive,Office of Personnel Management,Presidential Management Fellows,Washington,DC,dana.dulaney@opm.gov,https://pmf.gov,pmf.gov,pmf-gov,home,0
telework.gov,Federal - Executive,Office of Personnel Management,"OPM Policy, Data, Oversight",Washington,DC,dana.dulaney@opm.gov,https://telework.gov,telework.gov,telework-gov,home,0
unlocktalent.gov,Federal - Executive,Office of Personnel Management,OPM Enterprise Human Resources Integration,Washington,DC,Dana.Dulaney@OPM.GOV,https://unlocktalent.gov,unlocktalent.gov,unlocktalent-gov,home,0
usajobs.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Washington,DC,dana.dulaney@opm.gov,https://usajobs.gov,usajobs.gov,usajobs-gov,home,0
usalearning.gov,Federal - Executive,Office of Personnel Management,OPM Center for Leadership Development,Washington,DC,dana.dulaney@opm.gov,https://usalearning.gov,usalearning.gov,usalearning-gov,home,0
usastaffing.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,cybersolutions@opm.gov,https://usastaffing.gov,usastaffing.gov,usastaffing-gov,home,0
peacecorps.gov,Federal - Executive,Peace Corps,Peace Corps,Washington,DC,SOC2@peacecorps.gov,https://peacecorps.gov,peacecorps.gov,peacecorps-gov,home,0
peacecorpsoig.gov,Federal - Executive,Peace Corps,Office of Inspector General,Washington,DC,SOC2@PeaceCorps.Gov,https://peacecorpsoig.gov,peacecorpsoig.gov,peacecorpsoig-gov,home,0
pbgc.gov,Federal - Executive,Pension Benefit Guaranty Corporation,Office of Information Technology,Washington,DC,INFO-USCERT@pbgc.gov,https://pbgc.gov,pbgc.gov,pbgc-gov,home,0
prc.gov,Federal - Executive,Postal Regulatory Commission,Postal Regulatory Commission,Washington,DC,itsecure@prc.gov,https://prc.gov,prc.gov,prc-gov,home,0
presidiocommercial.gov,Federal - Executive,Presidio Trust,Presidio Trust,San Francisco,CA,securitycontact@presidiotrust.gov,https://presidiocommercial.gov,presidiocommercial.gov,presidiocommercial-gov,home,0
presidio.gov,Federal - Executive,Presidio Trust,Presidio Trust,San Francisco,CA,securitycontact@presidiotrust.gov,https://presidio.gov,presidio.gov,presidio-gov,home,0
presidiotrust.gov,Federal - Executive,Presidio Trust,Presidio Trust,San Francisco,CA,securitycontact@presidiotrust.gov,https://presidiotrust.gov,presidiotrust.gov,presidiotrust-gov,home,0
presidiotunneltops.gov,Federal - Executive,Presidio Trust,Presidio Trust,San Francisco,CA,securitycontact@presidiotrust.gov,https://presidiotunneltops.gov,presidiotunneltops.gov,presidiotunneltops-gov,home,0
pclob.gov,Federal - Executive,Privacy and Civil Liberties Oversight Board,Privacy & Civil Liberties Oversight Board,Washington,DC,soc@pclob.gov,https://pclob.gov,pclob.gov,pclob-gov,home,0
pbrb.gov,Federal - Executive,Public Buildings Reform Board,General Services Administration,Washington,DC,gsa-ir@gsa.gov,https://pbrb.gov,pbrb.gov,pbrb-gov,home,0
rrb.gov,Federal - Executive,Railroad Retirement Board,Bureau of Information Services,Chicago,IL,security@rrb.gov,https://rrb.gov,rrb.gov,rrb-gov,home,0
investor.gov,Federal - Executive,Securities and Exchange Commission,Network Operations Branch,Washington,DC,security@sec.gov,https://investor.gov,investor.gov,investor-gov,home,0
sec.gov,Federal - Executive,Securities and Exchange Commission,Network Operations Branch,Washington,DC,security@sec.gov,https://sec.gov,sec.gov,sec-gov,home,0
sss.gov,Federal - Executive,Selective Service System,Selective Service System,Arlington,VA,soc@sss.gov,https://sss.gov,sss.gov,sss-gov,home,0
business.gov,Federal - Executive,Small Business Administration,Small Business Administration,Washington,DC,CISO@sba.gov,https://business.gov,business.gov,business-gov,home,0
nwbc.gov,Federal - Executive,Small Business Administration,Small Business Administration,Washington,DC,CISO@sba.gov,https://nwbc.gov,nwbc.gov,nwbc-gov,home,0
sba.gov,Federal - Executive,Small Business Administration,Small Business Administration,Washington,DC,CISO@sba.gov,https://sba.gov,sba.gov,sba-gov,home,0
sbir.gov,Federal - Executive,Small Business Administration,SBA-Office of Innovation & Technology,Washington,DC,CISO@sba.gov,https://sbir.gov,sbir.gov,sbir-gov,home,0
itis.gov,Federal - Executive,Smithsonian Institution,Smithsonian Institution,Washington,DC,abuse@si.edu,https://itis.gov,itis.gov,itis-gov,home,0
smithsonian.gov,Federal - Executive,Smithsonian Institution,Smithsonian Institution Office of the CIO (OCIO),Herndon,VA,abuse@si.edu,https://smithsonian.gov,smithsonian.gov,smithsonian-gov,home,0
segurosocial.gov,Federal - Executive,Social Security Administration,SSA/OSOHE/Division of Network Engineering ,Baltimore,MD,security@ssa.gov,https://segurosocial.gov,segurosocial.gov,segurosocial-gov,home,0
socialsecurity.gov,Federal - Executive,Social Security Administration,SSA/OSOHE/Division of Network Engineering,Baltimore,MD,security@ssa.gov,https://socialsecurity.gov,socialsecurity.gov,socialsecurity-gov,home,0
ssa.gov,Federal - Executive,Social Security Administration,SSA/OSOHE/Division of Network Engineering,Baltimore,MD,security@ssa.gov,https://ssa.gov,ssa.gov,ssa-gov,home,0
ssab.gov,Federal - Executive,Social Security Advisory Board,Social Security Advisory Board,Washington,DC,admin@ssab.gov,https://ssab.gov,ssab.gov,ssab-gov,home,0
scrc.gov,Federal - Executive,Southeast Crescent Regional Commission,Southeast Crescent Regional Commission,Washington,DC,philmcneil@1brightstar.com,https://scrc.gov,scrc.gov,scrc-gov,home,0
sbrc.gov,Federal - Executive,Southwest Border Regional Commission,"GSA, FAS",Washington,DC,gsa-vulnerability-reports@gsa.gov,https://sbrc.gov,sbrc.gov,sbrc-gov,home,0
sji.gov,Federal - Executive,State Justice Institute,State Justice Institute,Fairfax,VA,(blank),https://sji.gov,sji.gov,sji-gov,home,0
stb.gov,Federal - Executive,Surface Transportation Board,Surface Transportation Board,Washington,DC,ITSecurity.Staff@stb.gov,https://stb.gov,stb.gov,stb-gov,home,0
tva.gov,Federal - Executive,Tennessee Valley Authority,TVA IT,Knoxville,TN,vdp@tva.gov,https://tva.gov,tva.gov,tva-gov,home,0
tvaoig.gov,Federal - Executive,Tennessee Valley Authority,Tennessee Valley Authority Office of Inspector General,Knoxville,TN,kdkeen@tvaoig.gov,https://tvaoig.gov,tvaoig.gov,tvaoig-gov,home,0
ptf.gov,Federal - Executive,The Intelligence Community,Prosecution Task Force,Washington,DC,(blank),https://ptf.gov,ptf.gov,ptf-gov,home,0
worldwar1centennial.gov,Federal - Executive,The United States World War One Centennial Commission,The United States World War One Centennial Commission,Washington,DC,chris.christopher@worldwar1centennial.gov,https://worldwar1centennial.gov,worldwar1centennial.gov,worldwar1centennial-gov,home,0
childreninadversity.gov,Federal - Executive,U.S. Agency for International Development,USAID/GH.CECA,Washington,DC,VDP@usaid.gov,https://childreninadversity.gov,childreninadversity.gov,childreninadversity-gov,home,0
dfafacts.gov,Federal - Executive,U.S. Agency for International Development,Office of the Director of U.S. Foreign Assistance,Washington,DC,VDP@usaid.gov,https://dfafacts.gov,dfafacts.gov,dfafacts-gov,home,0
feedthefuture.gov,Federal - Executive,U.S. Agency for International Development,Bureau for Resilience and Food Security (RFS),Washington,DC,VDP@USAID.GOV,https://feedthefuture.gov,feedthefuture.gov,feedthefuture-gov,home,0
foreignassistance.gov,Federal - Executive,U.S. Agency for International Development,Foreign Assistance Office (F/PPS),Washington,DC,VDP@usaid.gov,https://foreignassistance.gov,foreignassistance.gov,foreignassistance-gov,home,0
neglecteddiseases.gov,Federal - Executive,U.S. Agency for International Development,Bureau for Global Health,Washington,DC,VDP@USAID.GOV,https://neglecteddiseases.gov,neglecteddiseases.gov,neglecteddiseases-gov,home,0
pmi.gov,Federal - Executive,U.S. Agency for International Development,Bureau for Global Health,Washington,DC,VDP@USAID.GOV,https://pmi.gov,pmi.gov,pmi-gov,home,0
prosperafrica.gov,Federal - Executive,U.S. Agency for International Development,U.S. Agency for International Development,Washington,DC,vdp@usaid.gov,https://prosperafrica.gov,prosperafrica.gov,prosperafrica-gov,home,0
usaid.gov,Federal - Executive,U.S. Agency for International Development,M/CIO,Washington,DC,VDP@USAID.GOV,https://usaid.gov,usaid.gov,usaid-gov,home,0
workwithusaid.gov,Federal - Executive,U.S. Agency for International Development,U.S. Agency for International Development,Washington,DC,vdp@usaid.gov,https://workwithusaid.gov,workwithusaid.gov,workwithusaid-gov,home,0
csb.gov,Federal - Executive,U.S. Chemical Safety Board,U.S. Chemical Safety and Hazard Investigation Board,Washington,DC,andrew.staddon@csb.gov,https://csb.gov,csb.gov,csb-gov,home,0
safetyvideos.gov,Federal - Executive,U.S. Chemical Safety Board,U.S. Chemical Safety and Hazard Investigation Board,Washington,DC,andrew.staddon@csb.gov,https://safetyvideos.gov,safetyvideos.gov,safetyvideos-gov,home,0
heritageabroad.gov,Federal - Executive,U.S. Commission for the Preservation of Americas Heritage Abroad,U.S. Commission for the Preservation of America's Heritage Abroad,Washington,DC,ari@thetechmensch.com,https://heritageabroad.gov,heritageabroad.gov,heritageabroad-gov,home,0
cfa.gov,Federal - Executive,U.S. Commission of Fine Arts,U.S. Commission of Fine Arts,Washington,DC,gsa-vulnerability-reports@gsa.gov,https://cfa.gov,cfa.gov,cfa-gov,home,0
civilrightsusa.gov,Federal - Executive,U.S. Commission on Civil Rights,ASCD-CIO,Washington,DC,ccrsoc@usccr.gov,https://civilrightsusa.gov,civilrightsusa.gov,civilrightsusa-gov,home,0
cssbmb.gov,Federal - Executive,U.S. Commission on Civil Rights,Commission on the Social Status of Black Men and Black Boys,Washington,DC,ccrsoc@usccr.gov,https://cssbmb.gov,cssbmb.gov,cssbmb-gov,home,0
usccr.gov,Federal - Executive,U.S. Commission on Civil Rights,ASCD-CIO,Washington,DC,ccrsoc@usccr.gov,https://usccr.gov,usccr.gov,usccr-gov,home,0
22007apply.gov,Federal - Executive,U.S. Department of Agriculture,U.S. Department of Agriculture,Washington,DC,james.flickinger@usda.gov,https://22007apply.gov,22007apply.gov,22007apply-gov,home,0
aff.gov,Federal - Executive,U.S. Department of Agriculture,Aviation Management Directorate,Boise,ID,cyber.incident@usda.gov,https://aff.gov,aff.gov,aff-gov,home,0
ag.gov,Federal - Executive,U.S. Department of Agriculture,U.S. Department of Agriculture,Tucson,AZ,cyber.incidents@asoc.usda.gov,https://ag.gov,ag.gov,ag-gov,home,0
ars-grin.gov,Federal - Executive,U.S. Department of Agriculture,Agricultural Research Service ,Beltsville,MD,cyber.incidents@usda.gov,https://ars-grin.gov,ars-grin.gov,ars-grin-gov,home,0
arsusda.gov,Federal - Executive,U.S. Department of Agriculture,Agricultural Research Service,Beltsville,MD,cyber.incidents@usda.gov,https://arsusda.gov,arsusda.gov,arsusda-gov,home,0
biopreferred.gov,Federal - Executive,U.S. Department of Agriculture,Office of Energy Policy and New Uses,Washington,DC,cyber.incidents@usda.gov,https://biopreferred.gov,biopreferred.gov,biopreferred-gov,home,0
bosque.gov,Federal - Executive,U.S. Department of Agriculture,USDA Forest Service - Southwestern Region,Albuquerque,NM,cyber.incident@usda.gov,https://bosque.gov,bosque.gov,bosque-gov,home,0
choosemyplate.gov,Federal - Executive,U.S. Department of Agriculture,USDA - Center for Nutrition Policy and Promotion,Alexandria,VA,joseph.binns@usda.gov,https://choosemyplate.gov,choosemyplate.gov,choosemyplate-gov,home,0
connect.gov,Federal - Executive,U.S. Department of Agriculture,OCIO/DISC,Kansas City,MO,cyber.incidents@usda.gov,https://connect.gov,connect.gov,connect-gov,home,0
dietaryguidelines.gov,Federal - Executive,U.S. Department of Agriculture,USDA - Center for Nutrition Policy and Promotion,Alexandria,VA,joseph.binns@usda.gov,https://dietaryguidelines.gov,dietaryguidelines.gov,dietaryguidelines-gov,home,0
empowhr.gov,Federal - Executive,U.S. Department of Agriculture,National Finance Center,New Orleans,LA,Gerald.smith2@usda.gov,https://empowhr.gov,empowhr.gov,empowhr-gov,home,0
execsec.gov,Federal - Executive,U.S. Department of Agriculture,U.S. Department of Agriculture,Washington,DC,robert.simpsonjr@usda.gov,https://execsec.gov,execsec.gov,execsec-gov,home,0
farmerfairness.gov,Federal - Executive,U.S. Department of Agriculture,USDA - Agriculteral Marketing Service,Washington,DC,cyber.incidents@usda.gov,https://farmerfairness.gov,farmerfairness.gov,farmerfairness-gov,home,0
farmers.gov,Federal - Executive,U.S. Department of Agriculture,"USDA, Office of Communications",Washington,DC,cyber.incidents@usda.gov,https://farmers.gov,farmers.gov,farmers-gov,home,0
fedsfeedfamilies.gov,Federal - Executive,U.S. Department of Agriculture,USDA/OC,Washington,DC,Sullie.Coleman@usda.gov,https://fedsfeedfamilies.gov,fedsfeedfamilies.gov,fedsfeedfamilies-gov,home,0
forestsandrangelands.gov,Federal - Executive,U.S. Department of Agriculture,US Forest Service,Washington,DC,cyber.incident@usda.gov,https://forestsandrangelands.gov,forestsandrangelands.gov,forestsandrangelands-gov,home,0
invasivespeciesinfo.gov,Federal - Executive,U.S. Department of Agriculture,USDA/ARS/NAL,Beltsville,MD,cyber.incidents@usda.gov,https://invasivespeciesinfo.gov,invasivespeciesinfo.gov,invasivespeciesinfo-gov,home,0
itap.gov,Federal - Executive,U.S. Department of Agriculture,"USDA, ARS, NAL",Beltsville,MD,cyber.incidents@usda.gov,https://itap.gov,itap.gov,itap-gov,home,0
lcacommons.gov,Federal - Executive,U.S. Department of Agriculture,National Agricultural Library,Beltsville,MD,cyber.incidents@usda.gov,https://lcacommons.gov,lcacommons.gov,lcacommons-gov,home,0
myplate.gov,Federal - Executive,U.S. Department of Agriculture,USDA - Center for Nutrition Policy and Promotion,Alexandria,VA,joseph.binns@usda.gov,https://myplate.gov,myplate.gov,myplate-gov,home,0
nafri.gov,Federal - Executive,U.S. Department of Agriculture,National Advanced Fire and Resource Institute,Tucson,AZ,cyber.incident@usda.gov,https://nafri.gov,nafri.gov,nafri-gov,home,0
nutrition.gov,Federal - Executive,U.S. Department of Agriculture,Office of Communications,Washington,DC,cyber.incidents@usda.gov,https://nutrition.gov,nutrition.gov,nutrition-gov,home,0
nwcg.gov,Federal - Executive,U.S. Department of Agriculture,National Wildfire Coordinating Group,Boise,ID,cyber.incidents@usda.gov,https://nwcg.gov,nwcg.gov,nwcg-gov,home,0
rec.gov,Federal - Executive,U.S. Department of Agriculture,Recreation One Stop,Washington,DC,security@recreation.gov,https://rec.gov,rec.gov,rec-gov,home,0
recreation.gov,Federal - Executive,U.S. Department of Agriculture,Recreation One Stop,Washington,DC,security@recreation.gov,https://recreation.gov,recreation.gov,recreation-gov,home,0
rural.gov,Federal - Executive,U.S. Department of Agriculture,Rural Development,Washington,DC,cyber.incidents@usda.gov,https://rural.gov,rural.gov,rural-gov,home,0
symbols.gov,Federal - Executive,U.S. Department of Agriculture,US Forest Service,Washington,DC,cyber.incident@usda.gov,https://symbols.gov,symbols.gov,symbols-gov,home,0
usda.gov,Federal - Executive,U.S. Department of Agriculture,U.S. Department of Agriculture,Ft. Collins,CO,cyber.incidents@usda.gov,https://usda.gov,usda.gov,usda-gov,home,0
usdapii.gov,Federal - Executive,U.S. Department of Agriculture,Office of the Chief Information Officer,Washington,DC,cyber.incidents@usda.gov,https://usdapii.gov,usdapii.gov,usdapii-gov,home,0
wildfire.gov,Federal - Executive,U.S. Department of Agriculture,National Wildfire Coordinating Group,Boise,ID,cyber.incident@usda.gov,https://wildfire.gov,wildfire.gov,wildfire-gov,home,0
nwtrb.gov,Federal - Executive,U.S. Nuclear Waste Technical Review Board,Nuclear Waste Technical Review Board,Arlington,VA,security@nwtrb.gov,https://nwtrb.gov,nwtrb.gov,nwtrb-gov,home,0
osc.gov,Federal - Executive,U.S. Office of Special Counsel,U.S. Office of Special Counsel,Washington,DC,vhall@osc.gov,https://osc.gov,osc.gov,osc-gov,home,0
oscnet.gov,Federal - Executive,U.S. Office of Special Counsel,U.S. Office of Special Counsel,Washington,DC,vhall@osc.gov,https://oscnet.gov,oscnet.gov,oscnet-gov,home,0
abilityone.gov,Federal - Executive,United States AbilityOne Commission,Committee for Purchase From People Who Are Blind or Severely Disabled,Arlington,VA,eyang@abilityone.gov,https://abilityone.gov,abilityone.gov,abilityone-gov,home,0
jwod.gov,Federal - Executive,United States AbilityOne Commission,Committee for Purchase From People Who Are Blind or Severely Disabled,Arlington,VA,eyang@abilityone.gov,https://jwod.gov,jwod.gov,jwod-gov,home,0
access-board.gov,Federal - Executive,United States Access Board,U.S Access Board,Washington,DC,cybersecurity@access-board.gov,https://access-board.gov,access-board.gov,access-board-gov,home,0
adf.gov,Federal - Executive,United States African Development Foundation,African Development Foundation,Washington,DC,schi@usadf.gov,https://adf.gov,adf.gov,adf-gov,home,0
usadf.gov,Federal - Executive,United States African Development Foundation,African Development Foundation,Washington,DC,schi@usadf.gov,https://usadf.gov,usadf.gov,usadf-gov,home,0
bbg.gov,Federal - Executive,United States Agency for Global Media,IBB/VOA/BBG,,,it-security@usagm.gov,https://bbg.gov,bbg.gov,bbg-gov,home,0
ibab.gov,Federal - Executive,United States Agency for Global Media,International Broadcasting Advisory Board,Washington,DC,(blank),https://ibab.gov,ibab.gov,ibab-gov,home,0
ibb.gov,Federal - Executive,United States Agency for Global Media,Broadcasting Board of Governors,,,it-security@usagm.gov,https://ibb.gov,ibb.gov,ibb-gov,home,0
ocb.gov,Federal - Executive,United States Agency for Global Media,Office of Cuba Broadcasting,Doral,FL,it-security@usagm.gov,https://ocb.gov,ocb.gov,ocb-gov,home,0
usagm.gov,Federal - Executive,United States Agency for Global Media,Broadcasting Board of Governors,,,it-security@usagm.gov,https://usagm.gov,usagm.gov,usagm-gov,home,0
voa.gov,Federal - Executive,United States Agency for Global Media,VOA,,,it-security@usagm.gov,https://voa.gov,voa.gov,voa-gov,home,0
globalchange.gov,Federal - Executive,United States Global Change Research Program,U.S. Global Change Research Program,Washington,DC,(blank),https://globalchange.gov,globalchange.gov,globalchange-gov,home,0
ipcc-wg3.gov,Federal - Executive,United States Global Change Research Program,U.S. Global Change Research Program,Washington,DC,admin@usgcrp.gov,https://ipcc-wg3.gov,ipcc-wg3.gov,ipcc-wg3-gov,home,0
usgcrp.gov,Federal - Executive,United States Global Change Research Program,U.S. Global Change Research Program,Washington,DC,(blank),https://usgcrp.gov,usgcrp.gov,usgcrp-gov,home,0
ushmm.gov,Federal - Executive,United States Holocaust Memorial Museum,United States Holocaust Memorial Museum,Washington,DC,chandra@ushmm.org,https://ushmm.gov,ushmm.gov,ushmm-gov,home,0
usip.gov,Federal - Executive,United States Institute of Peace,GSA/United States Institute of Peace,Washington,DC,mrich@usip.gov,https://usip.gov,usip.gov,usip-gov,home,0
ich.gov,Federal - Executive,United States Interagency Council on Homelessness,United States Interagency Council on Homelessness,Washington,DC,(blank),https://ich.gov,ich.gov,ich-gov,home,0
usich.gov,Federal - Executive,United States Interagency Council on Homelessness,United States Interagency Council on Homelessness,Washington,DC,(blank),https://usich.gov,usich.gov,usich-gov,home,0
dfc.gov,Federal - Executive,United States International Development Finance Corporation,US International Development Finance Corporation,Washington,DC,ciso@dfc.gov,https://dfc.gov,dfc.gov,dfc-gov,home,0
idfc.gov,Federal - Executive,United States International Development Finance Corporation,US International Development Finance Corporation,Washington,DC,ciso@dfc.gov,https://idfc.gov,idfc.gov,idfc-gov,home,0
opic.gov,Federal - Executive,United States International Development Finance Corporation,US International Development Finance Corporation,Washington,DC,ciso@dfc.gov,https://opic.gov,opic.gov,opic-gov,home,0
usdfc.gov,Federal - Executive,United States International Development Finance Corporation,US International Development Finance Corporation,washington,DC,ciso@dfc.gov,https://usdfc.gov,usdfc.gov,usdfc-gov,home,0
usidfc.gov,Federal - Executive,United States International Development Finance Corporation,US International Development Finance Corporation,Washington,DC,ciso@dfc.gov,https://usidfc.gov,usidfc.gov,usidfc-gov,home,0
usitc.gov,Federal - Executive,United States International Trade Commission,OCIO,Washington,DC,vdp@usitc.gov,https://usitc.gov,usitc.gov,usitc-gov,home,0
usitcoig.gov,Federal - Executive,United States International Trade Commission,USITC Office of Inspector General,Washington,DC,(blank),https://usitcoig.gov,usitcoig.gov,usitcoig-gov,home,0
changeofaddress.gov,Federal - Executive,United States Postal Service,U.S. Postal Service,Washington,DC,(blank),https://changeofaddress.gov,changeofaddress.gov,changeofaddress-gov,home,0
mail.gov,Federal - Executive,United States Postal Service,U.S. Postal Service,Raleigh,NC,(blank),https://mail.gov,mail.gov,mail-gov,home,0
myusps.gov,Federal - Executive,United States Postal Service,U.S. Postal Service,Raleigh,NC,(blank),https://myusps.gov,myusps.gov,myusps-gov,home,0
postoffice.gov,Federal - Executive,United States Postal Service,U.S. Postal Service,Raleigh,NC,(blank),https://postoffice.gov,postoffice.gov,postoffice-gov,home,0
purchasing.gov,Federal - Executive,United States Postal Service,U.S. Postal Service,Raleigh,NC,(blank),https://purchasing.gov,purchasing.gov,purchasing-gov,home,0
uspis.gov,Federal - Executive,United States Postal Service,U.S. Postal Service,Arlington,VA,(blank),https://uspis.gov,uspis.gov,uspis-gov,home,0
usps.gov,Federal - Executive,United States Postal Service,U.S. Postal Service,Raleigh,NC,(blank),https://usps.gov,usps.gov,usps-gov,home,0
uspsinformeddelivery.gov,Federal - Executive,United States Postal Service,U.S. Postal Service,Raleigh,NC,(blank),https://uspsinformeddelivery.gov,uspsinformeddelivery.gov,uspsinformeddelivery-gov,home,0
uspsinnovates.gov,Federal - Executive,United States Postal Service,U.S. Postal Service,Washington,DC,(blank),https://uspsinnovates.gov,uspsinnovates.gov,uspsinnovates-gov,home,0
uspsoig.gov,Federal - Executive,United States Postal Service,USPS Office of Inspector General,Arlington,VA,IncidentReport@uspsoig.gov,https://uspsoig.gov,uspsoig.gov,uspsoig-gov,home,0
ustda.gov,Federal - Executive,United States Trade and Development Agency,US Trade and Development Agency,Arlington,VA,avicchiollo@ustda.gov,https://ustda.gov,ustda.gov,ustda-gov,home,0
exploretsp.gov,Federal - Executive,Federal Retirement Thrift Investment Board,Office of Technology Services,,,VulnerabilityDisclosure@frtib.gov,https://exploretsp.gov,exploretsp.gov,exploretsp-gov,home,0
frtib.gov,Federal - Executive,Federal Retirement Thrift Investment Board,Office of Technology Services,,,VulnerabilityDisclosure@frtib.gov,https://frtib.gov,frtib.gov,frtib-gov,home,0
frtibtest.gov,Federal - Executive,Federal Retirement Thrift Investment Board,Office of Technology Services,,,VulnerabilityDisclosure@frtib.gov,https://frtibtest.gov,frtibtest.gov,frtibtest-gov,home,0
tsp.gov,Federal - Executive,Federal Retirement Thrift Investment Board,Office of Technology Services,,,VulnerabilityDisclosure@frtib.gov,https://tsp.gov,tsp.gov,tsp-gov,home,0
tsptest.gov,Federal - Executive,Federal Retirement Thrift Investment Board,Office of Technology Services,,,VulnerabilityDisclosure@frtib.gov,https://tsptest.gov,tsptest.gov,tsptest-gov,home,0
scinet.gov,Federal - Judicial,The Supreme Court,Supreme Court of the United States,Washington,DC,(blank),https://scinet.gov,scinet.gov,scinet-gov,home,0
scinet-test.gov,Federal - Judicial,The Supreme Court,Supreme Court of the United States,Washington,DC,(blank),https://scinet-test.gov,scinet-test.gov,scinet-test-gov,home,0
sc-us.gov,Federal - Judicial,The Supreme Court,Supreme Court of the United States,Washington,DC,(blank),https://sc-us.gov,sc-us.gov,sc-us-gov,home,0
scus.gov,Federal - Judicial,The Supreme Court,Supreme Court of the United States,Washington,DC,(blank),https://scus.gov,scus.gov,scus-gov,home,0
scuspd.gov,Federal - Judicial,The Supreme Court,Supreme Court of the United States,Washington,DC,(blank),https://scuspd.gov,scuspd.gov,scuspd-gov,home,0
supreme-court.gov,Federal - Judicial,The Supreme Court,Supreme Court of the United States,Washington,DC,(blank),https://supreme-court.gov,supreme-court.gov,supreme-court-gov,home,0
supremecourt.gov,Federal - Judicial,The Supreme Court,Supreme Court of the United States,Washington,DC,(blank),https://supremecourt.gov,supremecourt.gov,supremecourt-gov,home,0
supremecourtus.gov,Federal - Judicial,The Supreme Court,Supreme Court of the United States,Washington,DC,(blank),https://supremecourtus.gov,supremecourtus.gov,supremecourtus-gov,home,0
bankruptcy.gov,Federal - Judicial,Administrative Office of the U.S. Courts,Administrative Office U.S. Courts,Washington,DC,(blank),https://bankruptcy.gov,bankruptcy.gov,bankruptcy-gov,home,0
cavc.gov,Federal - Judicial,Administrative Office of the U.S. Courts,US Court of Appeals for Veterans Claims,Washington,DC,helpdesk@uscourts.cavc.gov,https://cavc.gov,cavc.gov,cavc-gov,home,0
fd.gov,Federal - Judicial,Administrative Office of the U.S. Courts,Defender Services Office,San Antonio,TX,Pedro_Carrasquillo-Roman@fd.org,https://fd.gov,fd.gov,fd-gov,home,0
