,resource_category,website_id,page_id,page_type,page_url,rank,sourceid,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022_,total_docs_3years_,total_refs_,total_cites_3years_,citable_docs_3years_,cites_doc_2years_,ref_doc_,region,publisher,coverage,categories,areas,country,url,continent,violations,passes,total_checks,failure_rate
8403,journal,Revue-d-Epidemiologie-et-de-Sante-Publique,0,home,https://www.sciencedirect.com/journal/revue-depidemiologie-et-de-sante-publique,16554.0,22619.0,Revue d'Epidemiologie et de Sante Publique,journal,"17730627, 03987620","0,259",Q3,40.0,42.0,141.0,1383.0,131.0,132.0,"0,88","32,93",Western Europe,Elsevier Masson s.r.l.,1976-2022,"Public Health, Environmental and Occupational Health;Epidemiology",Medicine,France,https://www.journals.elsevier.com/revue-depidemiologie-et-de-sante-publique,Europe,4,201,205,0.01951219512195122
8404,journal,Revue-d-Homeopathie,0,home,https://www.sciencedirect.com/journal/la-revue-dhomeopathie,27267.0,19700175260.0,Revue d'Homeopathie,journal,"18789730, 18789749","0,101",Q4,7.0,0.0,115.0,0.0,4.0,88.0,"0,04","0,00",Western Europe,Elsevier Masson s.r.l.,2010-2021,Complementary and Alternative Medicine,Medicine,France,https://www.journals.elsevier.com/la-revue-dhomeopathie,Europe,4,201,205,0.01951219512195122
8405,journal,Revue-de-Chirurgie-Orthopedique-et-Traumatologique,0,home,https://www.sciencedirect.com/journal/revue-de-chirurgie-orthopedique-et-traumatologique,24676.0,16400154783.0,Revue de Chirurgie Orthopedique et Traumatologique,journal,18770517,"0,116",Q4,47.0,307.0,846.0,6641.0,49.0,763.0,"0,06","21,63",Western Europe,Elsevier Masson s.r.l.,2009-2022,Orthopedics and Sports Medicine;Surgery,Medicine,France,https://www.journals.elsevier.com/revue-de-chirurgie-orthopedique-et-traumatologique,Europe,4,201,205,0.01951219512195122
8406,journal,Revue-de-Medecine-Interne,0,home,https://www.sciencedirect.com/journal/la-revue-de-medecine-interne,19407.0,26705.0,Revue de Medecine Interne,journal,02488663,"0,196",Q3,38.0,160.0,492.0,4334.0,308.0,463.0,"0,64","27,09",Western Europe,Elsevier Masson s.r.l.,1980-2022,Gastroenterology;Internal Medicine,Medicine,France,https://www.journals.elsevier.com/la-revue-de-medecine-interne,Europe,4,201,205,0.01951219512195122
8407,journal,Revue-de-Medecine-Legale,0,home,https://www.sciencedirect.com/journal/la-revue-de-medecine-legale,23071.0,19700175261.0,Revue de Medecine Legale,journal,"18786537, 18786529","0,134",Q4,6.0,26.0,79.0,678.0,10.0,72.0,"0,07","26,08",Western Europe,Elsevier Masson s.r.l.,"1970, 2010-2022",Pathology and Forensic Medicine,Medicine,France,https://www.journals.elsevier.com/la-revue-de-medecine-legale,Europe,4,201,205,0.01951219512195122
8408,journal,Revue-de-Paleobiologie,0,home,http://institutions.ville-geneve.ch/fr/mhn/frontpage/revue-de-paleobiologie/,19354.0,26262.0,Revue de Paleobiologie,journal,02536730,"0,197",Q4,35.0,0.0,19.0,0.0,13.0,19.0,"0,29","0,00",Western Europe,Museum National d'Histoire Naturelle,"1987, 1991-2020",Paleontology,Agricultural and Biological Sciences; Earth and Planetary Sciences,France,http://institutions.ville-geneve.ch/fr/mhn/frontpage/revue-de-paleobiologie/,Europe,17,390,407,0.04176904176904177
8409,journal,Revue-de-Psychotherapie-Psychanalytique-de-Groupe,0,home,https://www.editions-eres.com/collection/101/revue-de-psychotherapie-psychanalytique-de-groupe#,23913.0,17600155223.0,Revue de Psychotherapie Psychanalytique de Groupe,journal,"17762863, 02971194","0,124",Q4,10.0,22.0,88.0,416.0,9.0,82.0,"0,18","18,91",Western Europe,Editions Eres,2001-2022,Clinical Psychology;Psychiatry and Mental Health,Medicine; Psychology,France,https://www.editions-eres.com/collection/101/revue-de-psychotherapie-psychanalytique-de-groupe#,Europe,43,912,955,0.04502617801047121
8410,journal,Revue-des-Maladies-Respiratoires-Actualites,0,home,https://www.em-consulte.com/revue/RMRA/presentation/revue-des-maladies-respiratoires-actualites,26658.0,19500157004.0,Revue des Maladies Respiratoires Actualites,journal,"1877122X, 18771203","0,102",Q4,5.0,94.0,263.0,3014.0,8.0,256.0,"0,04","32,06",Western Europe,Elsevier Masson s.r.l.,2009-2022,Pulmonary and Respiratory Medicine,Medicine,France,https://www.em-consulte.com/revue/RMRA/presentation/revue-des-maladies-respiratoires-actualites,Europe,48,826,874,0.05491990846681922
8411,journal,Revue-du-Praticien,0,home,https://www.larevuedupraticien.fr/,24801.0,18286.0,Revue du Praticien,journal,00352640,"0,115",Q4,20.0,217.0,811.0,0.0,110.0,811.0,"0,13","0,00",Western Europe,Huveaux France,"1951-1966, 1972-2022",Medicine,Medicine,France,http://www.larevuedupraticien.fr/,Europe,54,983,1037,0.052073288331726135
8412,journal,Revue-du-Rhumatisme-Edition-Francaise-,0,home,https://www.sciencedirect.com/journal/revue-du-rhumatisme,26158.0,19759.0,Revue du Rhumatisme (Edition Francaise),journal,"11698330, 17683130","0,104",Q4,15.0,147.0,408.0,3415.0,19.0,249.0,"0,04","23,23",Western Europe,Elsevier Masson s.r.l.,"1961, 1993-1994, 2000-2022",Rheumatology,Medicine,France,https://www.journals.elsevier.com/revue-du-rhumatisme,Europe,4,201,205,0.01951219512195122
8413,journal,Revue-du-Rhumatisme-Monographies,0,home,https://www.sciencedirect.com/journal/revue-du-rhumatisme-monographies,26376.0,19700166615.0,Revue du Rhumatisme Monographies,journal,"22120920, 18786227","0,103",Q4,6.0,53.0,167.0,1782.0,11.0,155.0,"0,05","33,62",Western Europe,Elsevier Masson s.r.l.,2010-2022,Rheumatology,Medicine,France,https://www.journals.elsevier.com/revue-du-rhumatisme-monographies,Europe,4,201,205,0.01951219512195122
8414,journal,Rheedea,0,home,http://rheedea.in/,15858.0,14000156200.0,Rheedea,journal,09712313,"0,279",Q3,14.0,13.0,111.0,234.0,62.0,110.0,"0,59","18,00",Asiatic Region,Indian Association for Angiosperm Taxonomy,2006-2022,Plant Science,Agricultural and Biological Sciences,India,http://rheedea.in/,Asia,21,187,208,0.10096153846153846
8415,journal,Rheumatic-Disease-Clinics-of-North-America,0,home,https://www.sciencedirect.com/journal/rheumatic-disease-clinics-of-north-america,5147.0,19768.0,Rheumatic Disease Clinics of North America,journal,"0889857X, 15583163","0,880",Q2,95.0,68.0,177.0,4294.0,426.0,142.0,"2,19","63,15",Western Europe,W.B. Saunders Ltd,1987-2022,Rheumatology,Medicine,United Kingdom,https://www.journals.elsevier.com/rheumatic-disease-clinics-of-north-america,Europe,4,201,205,0.01951219512195122
8416,journal,Rheumatology,0,home,https://academic.oup.com/rheumatology,1685.0,19771.0,Rheumatology,journal,"14620324, 14620332","1,721",Q1,192.0,739.0,1910.0,11999.0,7139.0,1250.0,"3,46","16,24",Western Europe,Oxford University Press,1952-2022,Pharmacology;Rheumatology,Medicine,United Kingdom,https://academic.oup.com/rheumatology,Europe,88,1690,1778,0.049493813273340834
8417,journal,Ribarstvo-Croatian-Journal-of-Fisheries,0,home,https://ribarstvo.agr.hr/,18857.0,21100297819.0,"Ribarstvo, Croatian Journal of Fisheries",journal,"1330061X, 18480586","0,207",Q4,14.0,20.0,61.0,848.0,51.0,61.0,"0,49","42,40",Eastern Europe,University of Zagreb,"1993-1997, 2013-2022",,Agricultural and Biological Sciences; Environmental Science,Croatia,https://ribarstvo.agr.hr/,Europe,11,291,302,0.03642384105960265
8418,journal,Ricerca-e-Pratica,0,home,https://www.ricercaepratica.it/,23693.0,17432.0,Ricerca e Pratica,journal,"20382480, 1120379X","0,127",Q4,4.0,36.0,85.0,157.0,5.0,68.0,"0,06","4,36",Western Europe,Il Pensiero Scientifico Editore s.r.l.,"1990-2018, 2021-2022",Medicine,Medicine,Italy,https://ricercaepratica.it/,Europe,12,1362,1374,0.008733624454148471
8419,journal,Ricerche-di-Pedagogia-e-Didattica,0,home,https://rpd.unibo.it/,22360.0,21100921057.0,Ricerche di Pedagogia e Didattica,journal,19702221,"0,144",Q4,4.0,23.0,90.0,966.0,26.0,87.0,"0,26","42,00",Western Europe,University of Bologna,2019-2022,Developmental and Educational Psychology,Psychology; Social Sciences,Italy,https://rpd.unibo.it/,Europe,8,759,767,0.010430247718383311
8420,journal,Ricerche-di-Psicologia,0,home,https://www.francoangeli.it/Riviste/sommario.aspx?IDRivista=41&lingua=IT,21886.0,21100843526.0,Ricerche di Psicologia,journal,"03916081, 19725620","0,151",Q4,12.0,18.0,141.0,890.0,32.0,138.0,"0,20","49,44",Western Europe,FrancoAngeli Edizioni,"2000, 2002-2022",Psychology,Psychology,Italy,https://www.francoangeli.it/Riviste/sommario.aspx?IDRivista=41&lingua=IT,Europe,4,912,916,0.004366812227074236
8421,journal,Rigakuryoho-Kagaku,0,home,https://spts.jpn.com/toukou/rigaku.html,25850.0,145431.0,Rigakuryoho Kagaku,journal,13411667,"0,106",Q4,7.0,93.0,396.0,1055.0,19.0,396.0,"0,04","11,34",Asiatic Region,Society of Physical Therapy Science (Rigaku Ryoho Kagakugakkai),"1995-2015, 2017-2022","Physical Therapy, Sports Therapy and Rehabilitation",Health Professions,Japan,https://spts.jpn.com/toukou/rigaku.html,Asia,27,301,328,0.08231707317073171
8422,journal,Risk-Management-and-Healthcare-Policy,0,home,https://www.dovepress.com/risk-management-and-healthcare-policy-journal,6841.0,19700182697.0,Risk Management and Healthcare Policy,journal,11791594,"0,722",Q2,36.0,201.0,818.0,8467.0,2869.0,801.0,"3,44","42,12",Pacific Region,Dove Medical Press Ltd.,2010-2022,"Health Policy;Public Health, Environmental and Occupational Health",Medicine,New Zealand,https://www.dovepress.com/risk-management-and-healthcare-policy-journal,Oceania,56,798,854,0.06557377049180328
8423,journal,Rivista-Di-Psicoanalisi,0,home,https://riviste.raffaellocortina.it/,25082.0,19400158242.0,Rivista Di Psicoanalisi,journal,"19744722, 00356492","0,112",Q4,6.0,24.0,218.0,433.0,8.0,146.0,"0,01","18,04",Western Europe,Societa Psicoanalitica Italiana,"1960, 2010-2022",Clinical Psychology;Psychiatry and Mental Health,Medicine; Psychology,Italy,http://riviste.raffaellocortina.it/,Europe,53,909,962,0.0550935550935551
8424,journal,Rivista-Internazionale-di-Filosofia-e-Psicologia,0,home,https://www.rifp.it/ojs/index.php/rifp,21824.0,21100923615.0,Rivista Internazionale di Filosofia e Psicologia,journal,"20394667, 22392629","0,152",Q2,2.0,18.0,71.0,962.0,21.0,64.0,"0,29","53,44",Western Europe,Mimesis Edizioni,2019-2022,Experimental and Cognitive Psychology;Social Psychology,Arts and Humanities; Psychology,Italy,https://www.rifp.it/ojs/index.php/rifp,Europe,4,50,54,0.07407407407407407
8425,journal,Rivista-Italiana-della-Medicina-di-Laboratorio,0,home,https://www.minervamedica.it/en/journals/medicina-laboratorio/,18956.0,4700153007.0,Rivista Italiana della Medicina di Laboratorio,journal,1825859X,"0,205",Q3,12.0,20.0,103.0,623.0,46.0,88.0,"0,59","31,15",Western Europe,Springer-Verlag Italia Srl,2005-2022,Medical Laboratory Technology;Biochemistry,Health Professions; Medicine,Italy,https://www.minervamedica.it/en/journals/medicina-laboratorio/,Europe,56,414,470,0.11914893617021277
8426,journal,Rivista-Italiana-di-Medicina-Legale-e-del-Diritto-in-Campo-Sanitario,0,home,https://bibliotecariviste.giuffrefrancislefebvre.it/#/,24516.0,21100868098.0,Rivista Italiana di Medicina Legale e del Diritto in Campo Sanitario,journal,"24992860, 24992852","0,117",Q4,5.0,0.0,43.0,0.0,11.0,43.0,"0,22","0,00",Western Europe,Giuffre Editore SpA,2014-2021,Medicine;Pathology and Forensic Medicine,Medicine; Social Sciences,Italy,https://www.iusexplorer.it/Rivista/Italian_Review_of_Legal_Medicine_and_Law_in_healthcare_area,Europe,24,681,705,0.03404255319148936
8427,journal,Rivista-di-Psichiatria,0,home,https://www.rivistadipsichiatria.it/,8229.0,19315.0,Rivista di Psichiatria,journal,"00356484, 20382502","0,622",Q2,24.0,38.0,158.0,1098.0,397.0,156.0,"2,71","28,89",Western Europe,Il Pensiero Scientifico Editore s.r.l.,"1975-1982, 1988-2022",Psychiatry and Mental Health,Medicine,Italy,https://www.rivistadipsichiatria.it/,Europe,21,1254,1275,0.01647058823529412
8428,journal,Rivista-di-Psicolinguistica-Applicata,0,home,https://www.libraweb.net/riviste.php?chiave=77&h=461&w=300,26380.0,21101060914.0,Rivista di Psicolinguistica Applicata,journal,"17240646, 15921328","0,103",Q4,1.0,6.0,35.0,333.0,3.0,32.0,"0,09","55,50",Western Europe,Fabrizio Serra Editore srl,2020-2022,Developmental and Educational Psychology;Linguistics and Language;Social Psychology,Psychology; Social Sciences,Italy,https://www.libraweb.net/riviste.php?chiave=77&h=461&w=300,Europe,25,1095,1120,0.022321428571428572
8429,journal,RoFo-Fortschritte-auf-dem-Gebiet-der-Rontgenstrahlen-und-der-Bildgebenden-Verfahren,0,home,https://roefo.thieme.de/,18190.0,15300154851.0,RoFo Fortschritte auf dem Gebiet der Rontgenstrahlen und der Bildgebenden Verfahren,journal,"14389010, 14389029","0,220",Q4,52.0,389.0,1177.0,3913.0,448.0,645.0,"0,33","10,06",Western Europe,Georg Thieme Verlag,1975-2022,"Medicine;Radiology, Nuclear Medicine and Imaging",Medicine,Germany,http://www.thieme.de/fz/roefo/index.html,Europe,30,985,1015,0.029556650246305417
8430,journal,Roczniki-Naukowe-Zootechniki,0,home,https://rnz.iz.edu.pl/en,24018.0,21100945166.0,Roczniki Naukowe Zootechniki,journal,01371657,"0,123",Q4,2.0,7.0,48.0,214.0,9.0,48.0,"0,21","30,57",Eastern Europe,National Research Institute of Animal Production,2019-2022,Animal Science and Zoology;Veterinary,Agricultural and Biological Sciences; Veterinary,Poland,https://rnz.izoo.krakow.pl/en,Europe,11,326,337,0.032640949554896145
8431,journal,Roczniki-Panstwowego-Zakladu-Higieny,0,home,https://roczniki.pzh.gov.pl/,16005.0,22468.0,Roczniki Panstwowego Zakladu Higieny,journal,00357715,"0,275",Q3,26.0,49.0,140.0,0.0,196.0,139.0,"1,31","0,00",Eastern Europe,Panstwowy Zaklad Higieny/National Institute of Hygiene,"1961, 1965-2022","Medicine;Public Health, Environmental and Occupational Health",Medicine,Poland,http://wydawnictwa.pzh.gov.pl/roczniki_pzh/roczniki,Europe,43,894,937,0.04589114194236926
8432,journal,Rodriguesia,0,home,https://www.gov.br/jbrj/en/content-centers/books-and-scientific-publications/rodriguesia-pagina-inicial,18423.0,21100200424.0,Rodriguesia,journal,"03706583, 21757860","0,216",Q3,37.0,107.0,379.0,5328.0,213.0,377.0,"0,50","49,79",Latin America,Rio de Janeiro Botanical Garden,"1980-1981, 1984-1985, 1989, 1999-2022",Horticulture;Plant Science,Agricultural and Biological Sciences,Brazil,https://rodriguesia.jbrj.gov.br/,South America,11,1076,1087,0.010119595216191352
8433,journal,Romanian-Agricultural-Research,0,home,https://www.incda-fundulea.ro/rar.htm,22141.0,15900154740.0,Romanian Agricultural Research,journal,"20675720, 12224227","0,147",Q4,14.0,50.0,82.0,1476.0,34.0,82.0,"0,45","29,52",Eastern Europe,Agricultural Research and Development Institute Fundulea.,2008-2022,Agronomy and Crop Science,Agricultural and Biological Sciences,Romania,https://www.incda-fundulea.ro/rar.htm,Europe,47,228,275,0.1709090909090909
8434,journal,Romanian-Journal-of-Anaesthesia-and-Intensive-Care,0,home,http://www.jurnalul-anestezie.ro/,14368.0,21100787322.0,Romanian Journal of Anaesthesia and Intensive Care,journal,"23927518, 25020307","0,325",Q2,11.0,0.0,13.0,0.0,22.0,12.0,"0,00","0,00",Eastern Europe,Atlas- Clusium,2014-2019,Critical Care and Intensive Care Medicine;Emergency Medicine;Anesthesiology and Pain Medicine,Medicine,Romania,http://www.jurnalul-anestezie.ro/,Europe,8,91,99,0.08080808080808081
8435,journal,Romanian-Journal-of-Applied-Psychology,0,home,http://www.rjap.psihologietm.ro/,21606.0,21100945163.0,Romanian Journal of Applied Psychology,journal,"2392845X, 23928441","0,156",Q4,3.0,0.0,23.0,0.0,10.0,22.0,"0,30","0,00",Western Europe,Euroregional Centre for Applied Psychology,2019-2021,Applied Psychology,Psychology,Italy,http://www.rjap.psihologietm.ro/,Europe,18,135,153,0.11764705882352941
8436,journal,Romanian-Journal-of-Internal-Medicine,0,home,https://sciendo.com/journal/RJIM,11837.0,88538.0,Romanian Journal of Internal Medicine,journal,"2501062X, 12204749","0,429",Q3,23.0,31.0,120.0,0.0,235.0,118.0,"1,91","0,00",Eastern Europe,Editions de l'Academie Republique Populaire,"1991-2000, 2002-2022",Medicine,Medicine,Romania,https://content.sciendo.com/view/journals/rjim/rjim-overview.xml?language=en,Europe,47,1404,1451,0.03239145416953825
8437,journal,Romanian-Journal-of-Legal-Medicine,0,home,http://www.rjlm.ro/,22584.0,27796.0,Romanian Journal of Legal Medicine,journal,12218618,"0,141",Q4,15.0,32.0,207.0,773.0,49.0,207.0,"0,25","24,16",Eastern Europe,Romanian Legal Medicine Society,1995-2022,Pathology and Forensic Medicine,Medicine,Romania,http://www.rjlm.ro/,Europe,19,247,266,0.07142857142857142
8438,journal,Romanian-Journal-of-Morphology-and-Embryology,0,home,https://rjme.ro/,17622.0,83472.0,Romanian Journal of Morphology and Embryology,journal,"20668279, 12200522","0,232",Q3,37.0,69.0,438.0,3481.0,382.0,432.0,"0,87","50,45",Eastern Europe,Publishing House of the Romanian Academy,"1991-1999, 2005-2022",Pathology and Forensic Medicine;Cell Biology;Developmental Biology;Medicine,"Biochemistry, Genetics and Molecular Biology; Medicine",Romania,https://rjme.ro/,Europe,18,243,261,0.06896551724137931
8439,journal,Romanian-Journal-of-Neurology-Revista-Romana-de-Neurologie,0,home,https://rjn.com.ro/,24094.0,21100820732.0,Romanian Journal of Neurology/ Revista Romana de Neurologie,journal,"20696094, 18438148","0,122",Q4,6.0,46.0,173.0,1078.0,26.0,167.0,"0,13","23,43",Eastern Europe,Amaltea Medical Publishing House,2009-2022,Neurology;Neurology,Medicine; Neuroscience,Romania,https://rjn.com.ro/,Europe,17,1073,1090,0.015596330275229359
8440,journal,Romanian-Journal-of-Rheumatology,0,home,https://rjr.com.ro/,25707.0,21101104845.0,Romanian Journal of Rheumatology,journal,"18430791, 20696086","0,107",Q4,1.0,24.0,57.0,653.0,2.0,57.0,"0,03","27,21",Eastern Europe,Amaltea Medical Publishing House,2022,Rheumatology,Medicine,Romania,https://rjr.com.ro/,Europe,23,884,907,0.025358324145534728
8441,journal,Rorschachiana,0,home,https://www.hogrefe.com/us/journal/rorschachiana,17244.0,18200156706.0,Rorschachiana,journal,"2151206X, 11925604","0,241",Q3,8.0,9.0,43.0,460.0,36.0,34.0,"1,06","51,11",Northern America,Hogrefe Publishing,"2004, 2008-2022",Clinical Psychology;Psychiatry and Mental Health,Medicine; Psychology,United States,https://www.hogrefe.com/us/journal/rorschachiana,North America,48,1268,1316,0.0364741641337386
8442,journal,Rossiiskii-Oftal-mologicheskii-Zhurnal,0,home,https://roj.igb.ru/jour,18516.0,21101039251.0,Rossiiskii Oftal'mologicheskii Zhurnal,journal,"25875760, 20720076","0,214",Q3,3.0,130.0,136.0,3148.0,44.0,135.0,"0,32","24,22",Eastern Europe,Real Time Ltd.,2020-2022,Ophthalmology,Medicine,Russia,https://roj.igb.ru/jour,Asia,394,1211,1605,0.24548286604361372
8443,journal,Rossijskij-Osteopaticeskij-Zurnal,0,home,https://rojournal.elpub.ru/jour,27928.0,21101083151.0,Rossijskij Osteopaticeskij Zurnal,journal,22200975,,-,2.0,45.0,0.0,1435.0,0.0,0.0,"0,00","31,89",Eastern Europe,Russian Osteopathic Association,2022,Complementary and Alternative Medicine;Complementary and Manual Therapy;Medicine,Health Professions; Medicine,Russia,https://rojournal.elpub.ru/jour,Asia,260,917,1177,0.22090059473237042
8444,journal,Rossiyskiy-Vestnik-Perinatologii-i-Pediatrii,0,home,https://www.ped-perinatology.ru/jour/index,22653.0,21100857406.0,Rossiyskiy Vestnik Perinatologii i Pediatrii,journal,"25002228, 10274065","0,140",Q4,8.0,113.0,419.0,2558.0,154.0,418.0,"0,43","22,64",Eastern Europe,National Academy of Pediatric Science and Innovation,2017-2022,"Pediatrics, Perinatology and Child Health",Medicine,Russia,https://www.ped-perinatology.ru/jour/index,Asia,249,1403,1652,0.15072639225181597
8445,journal,Rostaniha,0,home,https://rostaniha.areeo.ac.ir/,20178.0,21100935005.0,Rostaniha,journal,"24236608, 16084306","0,182",Q4,3.0,24.0,68.0,1039.0,18.0,66.0,"0,24","43,29",Middle East,Iranian Research Institute of Plant Protection,2019-2022,Plant Science,Agricultural and Biological Sciences; Environmental Science,Iran,https://rostaniha.areeo.ac.ir/,Asia,72,1087,1159,0.062122519413287315
8446,journal,Rozhledy-v-Chirurgii,0,home,https://perspinsurg.com/rvch,23379.0,22246.0,Rozhledy v Chirurgii,journal,"18054579, 00359351","0,131",Q4,13.0,91.0,236.0,0.0,66.0,236.0,"0,21","0,00",Eastern Europe,Czech Medical Association J.E. Purkyne,"1950-1952, 1954-2022",Medicine,Medicine,Czech Republic,https://perspinsurg.com/rvch,Europe,18,399,417,0.04316546762589928
8447,journal,Rural-Sustainability-Research,0,home,https://sciendo.com/journal/PLUA,15978.0,21101032776.0,Rural Sustainability Research,journal,22560939,"0,276",Q3,4.0,19.0,41.0,589.0,34.0,41.0,"0,83","31,00",Western Europe,Sciendo,2020-2021,Agricultural and Biological Sciences,Agricultural and Biological Sciences; Environmental Science; Social Sciences,Germany,https://sciendo.com/journal/PLUA,Europe,49,1430,1479,0.03313049357674104
8448,journal,Rural-policy-brief,0,home,https://rupri.public-health.uiowa.edu/publications/policybriefs.html,7185.0,19700188438.0,Rural policy brief,journal,21520267,"0,694",Q2,6.0,0.0,1.0,0.0,1.0,1.0,"0,00","0,00",Northern America,Rural Policy Research Institute,1997-2019,Medicine,Medicine,United States,https://rupri.public-health.uiowa.edu/publications/policybriefs.html,North America,157,863,1020,0.153921568627451
8449,journal,Russian-Archives-of-Internal-Medicine,0,home,https://www.medarhive.ru/jour?locale=en_US,24517.0,21101038823.0,Russian Archives of Internal Medicine,journal,"24116564, 22266704","0,117",Q4,2.0,51.0,55.0,1629.0,16.0,55.0,"0,28","31,94",Eastern Europe,SINAPS LLC,"2019, 2021-2022",Medicine,Medicine,Russia,https://www.medarhive.ru/jour?locale=en_US,Asia,226,732,958,0.2359081419624217
8450,journal,Russian-Entomological-Journal,0,home,https://kmkjournals.com/journals/REJ,12127.0,21100431830.0,Russian Entomological Journal,journal,01328069,"0,416",Q2,11.0,70.0,186.0,1081.0,100.0,182.0,"0,68","15,44",Eastern Europe,KMK Scientific Press Ltd.,2015-2022,Insect Science,Agricultural and Biological Sciences,Russia,https://kmkjournals.com/journals/REJ,Asia,20,179,199,0.10050251256281408
8451,journal,Russian-Journal-of-Allergy,0,home,https://rusalljournal.ru/raj,25395.0,21101068936.0,Russian Journal of Allergy,journal,"2686682X, 18108830","0,110",Q4,3.0,40.0,121.0,1559.0,21.0,118.0,"0,19","38,98",Eastern Europe,Pharmarus Print Media,2021-2022,Immunology;Immunology and Allergy,Immunology and Microbiology; Medicine,Russia,https://rusalljournal.ru/raj,Asia,34,350,384,0.08854166666666667
8452,journal,Russian-Journal-of-Biological-Invasions,0,home,https://link.springer.com/journal/13168,16441.0,21100237215.0,Russian Journal of Biological Invasions,journal,"20751125, 20751117","0,262",Q3,16.0,56.0,146.0,2849.0,119.0,146.0,"0,76","50,88",Northern America,Pleiades Publishing,2010-2022,,Agricultural and Biological Sciences,United States,https://www.springer.com/journal/13168/,North America,1,997,998,0.001002004008016032
8453,journal,Russian-Journal-of-Bioorganic-Chemistry,0,home,https://link.springer.com/journal/11171,18560.0,26483.0,Russian Journal of Bioorganic Chemistry,journal,"10681620, 1608330X","0,213",Q4,29.0,179.0,403.0,6949.0,409.0,383.0,"1,09","38,82",Northern America,Pleiades Publishing,1996-2022,Biochemistry;Organic Chemistry,"Biochemistry, Genetics and Molecular Biology; Chemistry",United States,https://www.springer.com/journal/11171,North America,1,1042,1043,0.0009587727708533077
8454,journal,Russian-Journal-of-Cardiology,0,home,https://scardio.ru/en/publication/russian_journal_of_cardiology/,18099.0,21100326272.0,Russian Journal of Cardiology,journal,15604071,"0,222",Q4,24.0,190.0,730.0,4791.0,727.0,719.0,"1,17","25,22",Eastern Europe,Russian Society of Cardiology,2008-2022,Cardiology and Cardiovascular Medicine,Medicine,Russia,https://scardio.ru/en/publication/russian_journal_of_cardiology/,Asia,17,407,424,0.04009433962264151
8455,journal,Russian-Journal-of-Ecology,0,home,https://link.springer.com/journal/11184,13153.0,25304.0,Russian Journal of Ecology,journal,"16083334, 10674136","0,372",Q3,27.0,54.0,211.0,2647.0,247.0,211.0,"1,13","49,02",Northern America,Pleiades Publishing,1996-2022,,Agricultural and Biological Sciences,United States,https://www.springer.com/journal/11184,North America,1,1006,1007,0.0009930486593843098
8456,journal,Russian-Journal-of-Forensic-Medicine,0,home,https://for-medex.ru/jour,21765.0,21101052925.0,Russian Journal of Forensic Medicine,journal,"24118729, 24094161","0,153",Q3,5.0,40.0,117.0,949.0,28.0,116.0,"0,29","23,73",Eastern Europe,Association of Forensic Medical Experts,2021-2022,Anatomy;Pathology and Forensic Medicine,Medicine; Social Sciences,Russia,https://for-medex.ru/jour,Asia,185,2109,2294,0.08064516129032258
8457,journal,Russian-Journal-of-Forest-Science,0,home,http://lesovedenie.ru/index.php/forestry/index,19005.0,21100848431.0,Russian Journal of Forest Science,journal,00241148,"0,204",Q3,5.0,44.0,154.0,1743.0,63.0,153.0,"0,38","39,61",Eastern Europe,Izdatel'stvo Nauka,2017-2022,,Agricultural and Biological Sciences; Environmental Science,Russia,http://lesovedenie.ru/index.php/forestry/index,Asia,30,296,326,0.09202453987730061
8458,journal,Russian-Journal-of-Gastroenterology-Hepatology-Coloproctology,0,home,https://www.gastro-j.ru/jour?locale=en_US,21960.0,21101065898.0,"Russian Journal of Gastroenterology, Hepatology, Coloproctology",journal,"26586673, 13824376","0,150",Q4,4.0,38.0,59.0,1672.0,62.0,59.0,"1,09","44,00",Eastern Europe,Russian Gastroenterological Association,2021-2022,Gastroenterology;Hepatology;Internal Medicine;Surgery,Medicine,Russia,https://www.gastro-j.ru/jour?locale=en_US,Asia,269,1052,1321,0.2036336109008327
8459,journal,Russian-Journal-of-Genetics,0,home,https://link.springer.com/journal/11177,20275.0,19021.0,Russian Journal of Genetics,journal,"10227954, 16083369","0,180",Q4,28.0,152.0,500.0,7129.0,284.0,500.0,"0,59","46,90",Northern America,Pleiades Publishing,1996-2022,Genetics,"Biochemistry, Genetics and Molecular Biology",United States,https://www.springer.com/journal/11177,North America,1,1026,1027,0.0009737098344693282
8460,journal,Russian-Journal-of-Infection-and-Immunity,0,home,https://cat.neicon.ru/en/main/item/54-russian-journal-of-infection-and-immunity,19460.0,21100821112.0,Russian Journal of Infection and Immunity,journal,"22207619, 23137398","0,195",Q4,10.0,123.0,290.0,3844.0,212.0,290.0,"0,86","31,25",Eastern Europe,Saint Petersburg Pasteur Institute,2017-2022,Immunology;Immunology and Allergy;Infectious Diseases,Immunology and Microbiology; Medicine,Russia,https://cat.neicon.ru/en/main/item/54-russian-journal-of-infection-and-immunity,Asia,23,267,290,0.07931034482758621
8461,journal,Russian-Journal-of-Marine-Biology,0,home,https://link.springer.com/journal/11179,17807.0,13617.0,Russian Journal of Marine Biology,journal,"15739457, 10630740","0,228",Q4,28.0,77.0,206.0,3028.0,129.0,206.0,"0,52","39,32",Northern America,Pleiades Publishing,1996-2022,,Agricultural and Biological Sciences; Earth and Planetary Sciences,United States,http://www.springer.com/life+sciences/ecology/journal/11179,North America,1,1008,1009,0.0009910802775024777
